"Downloaded on",02/17/2020,"12:02:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22bill-status%22%3A%5B%22law%22%5D%2C%22congress%22%3A%2293%22%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 398",https://www.congress.gov/bill/93rd-congress/senate-bill/398,"93rd Congress (1973-1974)",,"A bill to extend and amend the Economic Stabilization Act of 1970.","Sen. Sparkman, John J. [D-AL]",01/16/1973,,,,1,"House - Banking | Senate - Banking, Housing, and Urban Affairs",04/30/1973,"Public law 93-28."
"S. 396",https://www.congress.gov/bill/93rd-congress/senate-bill/396,"93rd Congress (1973-1974)",,"A bill for the relief of Harold C. and Vera L. Adler, doing business as the Adler Construction Company.","Sen. Dominick, Peter H. [R-CO]",01/16/1973,,,,2,"House - Judiciary | Senate - Judiciary",10/18/1973,"Private Law 93-8."
"S. 394",https://www.congress.gov/bill/93rd-congress/senate-bill/394,"93rd Congress (1973-1974)",,"An Act to amend the Rural Electrification Act of 1936, as amended, to establish a Rural Electrification and Telephone Revolving Fund to provide adequate funds for rural electric and telephone systems through insured and guaranteed loans at interest rates which will allow them to achieve the objectives of the Act, and for other purposes.","Sen. Humphrey, Hubert H. [D-MN]",01/16/1973,,,,54,"House - Agriculture | Senate - Agriculture",05/11/1973,"Public law 93-32."
"S. 386",https://www.congress.gov/bill/93rd-congress/senate-bill/386,"93rd Congress (1973-1974)",,"An Act to amend the Urban Mass Transportation Act of 1964 to provide increased assistance for mass transportation systems.","Sen. Williams, Harrison A., Jr. [D-NJ]",01/16/1973,,,,8,"Senate - Banking, Housing, and Urban Affairs",11/26/1974,"Public law 93-503."
"S. 356",https://www.congress.gov/bill/93rd-congress/senate-bill/356,"93rd Congress (1973-1974)",,"An Act to provide minimum disclosure standards for written consumer product warranties; to define minimum Federal content standards for such warranties; to amend the Federal Trade Commission Act in order to improve its consumer protection activities; and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",01/12/1973,,,,2,"House - Commerce | Senate - Commerce, Banking, Housing, and Urban Affairs",01/04/1975,"Public law 93-637."
"S. 355",https://www.congress.gov/bill/93rd-congress/senate-bill/355,"93rd Congress (1973-1974)",,"An Act to amend the National Traffic and Motor Vehicle Safety Act of 1966 to authorize appropriations for the fiscal years 1975 and 1976; to provide for the remedy of certain defective motor vehicles without charge to the owners thereof; to require that schoolbus safety standards be prescribed; to amend the Motor Vehicle Information and Cost Savings Act to provide for a special demonstration project; and for other purposes.","Sen. Magnuson, Warren G. [D-WA]",01/12/1973,,,,7,"House - Commerce | Senate - Commerce",10/27/1974,"Public law 93-492."
"S. 283",https://www.congress.gov/bill/93rd-congress/senate-bill/283,"93rd Congress (1973-1974)",,"A bill to declare that the US holds in trust for the Bridgeport Indian Colony certain lands in Mono County, California.","Sen. Cranston, Alan [D-CA]",01/09/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/18/1974,"Public law 93-451."
"S. 278",https://www.congress.gov/bill/93rd-congress/senate-bill/278,"93rd Congress (1973-1974)",,"An Act for the relief of Manuela Bonito Martin.","Sen. Cranston, Alan [D-CA]",01/09/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/19/1973,"Private Law 93-10."
"S. 251",https://www.congress.gov/bill/93rd-congress/senate-bill/251,"93rd Congress (1973-1974)",,"An Act for the relief of Frank P. Muto, Alphonso A. Muto, Arthur E. Scott, F. Clyde Wilkinson, Arthur D. O'Neill, Joseph H. Avery, Junior, Joshua Cosden, Keith Jewell, Bertha Seelmeyer, Thomas Dennis O'Neill, Robert H. Brockhurst, Michael Senko, Salvatore La Capria, C. J. Moore III, and Ann C. Siegal.","Sen. Hruska, Roman L. [R-NE]",01/06/1973,,,,1,"House - Judiciary | Senate - Judiciary",01/03/1975,"Private Law 93-123."
"S. 245",https://www.congress.gov/bill/93rd-congress/senate-bill/245,"93rd Congress (1973-1974)",,"A bill for the relief of Kamal Antoine Chalaby.","Sen. Proxmire, William [D-WI]",01/06/1973,,,,0,"House - Judiciary | Senate - Judiciary",05/16/1974,"Private Law 93-69."
"S. 210",https://www.congress.gov/bill/93rd-congress/senate-bill/210,"93rd Congress (1973-1974)",,"Boston National Historic Sites Act","Sen. Kennedy, Edward M. [D-MA]",01/04/1973,,,,0,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",10/01/1974,"Public law 93-431."
"S. 205",https://www.congress.gov/bill/93rd-congress/senate-bill/205,"93rd Congress (1973-1974)",,"A bill for the relief of Jorge Mario Bell.","Sen. Hatfield, Mark O. [R-OR]",01/04/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-61."
"S. 194",https://www.congress.gov/bill/93rd-congress/senate-bill/194,"93rd Congress (1973-1974)",,"A bill to authorize the secretary of the interior to convey to the city of Anchorage, Alaska, interests of the US in certain lands.","Sen. Stevens, Ted [R-AK]",01/04/1973,,,,1,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/31/1974,"Public law 93-566."
"S. 184",https://www.congress.gov/bill/93rd-congress/senate-bill/184,"93rd Congress (1973-1974)",,"A bill to authorize and direct the Secretary of the Interior to sell interests of the United States in certain lands located in the State of Alaska to the Gospel Missionary Union.","Sen. Stevens, Ted [R-AK]",01/04/1973,,,,0,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",12/31/1974,"Private Law 93-103."
"S. 155",https://www.congress.gov/bill/93rd-congress/senate-bill/155,"93rd Congress (1973-1974)",,"A bill for the relief of Rosita E. Hodas.","Sen. Hansen, Clifford P. [R-WY]",01/04/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/01/1973,"Private Law 93-3."
"S. 89",https://www.congress.gov/bill/93rd-congress/senate-bill/89,"93rd Congress (1973-1974)",,"A bill for the relief of Kuay Ten Chang (Kuay Hong Chang).","Sen. Inouye, Daniel K. [D-HI]",01/04/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/18/1973,"Private Law 93-7."
"S. 84",https://www.congress.gov/bill/93rd-congress/senate-bill/84,"93rd Congress (1973-1974)",,"A bill for the relief of Mrs. Naoyo Campbell.","Sen. Inouye, Daniel K. [D-HI]",01/04/1973,,,,0,"House - Judiciary | Senate - Judiciary",10/18/1973,"Private Law 93-6."
"S. 71",https://www.congress.gov/bill/93rd-congress/senate-bill/71,"93rd Congress (1973-1974)",,"A bill for the relief of Uhel D. Polly.","Sen. Gurney, Edward J. [R-FL]",01/04/1973,,,,0,"House - Judiciary | Senate - Judiciary",04/12/1974,"Private Law 93-60."
"S. 59",https://www.congress.gov/bill/93rd-congress/senate-bill/59,"93rd Congress (1973-1974)",,"An Act to amend title 38 of the United States Code to provide improved and expanded medical and nursing home care to veterans; to provide hospital and medical care to certain dependents and survivors of veterans; to provide for improved structural safety of Veterans' Administration facilities; to improve recruitment and retention of career personnel in the Department of Medicine and Surgery; and for other purposes.","Sen. Cranston, Alan [D-CA]",01/04/1973,,,,17,"House - Veterans' Affairs | Senate - Veterans' Affairs",08/02/1973,"Public law 93-82."
"S. 50",https://www.congress.gov/bill/93rd-congress/senate-bill/50,"93rd Congress (1973-1974)",,"An Act to strengthen and improve the Older Americans Act of 1965, and for other purposes.","Sen. Eagleton, Thomas F. [D-MO]",01/04/1973,,,,67,"Senate - Labor and Public Welfare",05/03/1973,"Public law 93-29."
"S. 49",https://www.congress.gov/bill/93rd-congress/senate-bill/49,"93rd Congress (1973-1974)",,"National Cemeteries Act","Sen. Hartke, Vance [D-IN]",01/04/1973,,,,10,"House - Veterans' Affairs | Senate - Veterans' Affairs",06/18/1973,"Public law 93-43."
"S. 39",https://www.congress.gov/bill/93rd-congress/senate-bill/39,"93rd Congress (1973-1974)",,"An Act to amend the Federal Aviation Act of 1958 to implement the Convention for the Suppression of Unlawful Seizure of Aircraft; to provide a more effective program to prevent aircraft piracy; and for other purposes.","Sen. Cannon, Howard W. [D-NV]",01/04/1973,,,,5,"House - Commerce | Senate - Commerce",08/05/1974,"Public law 93-366."
"S. 38",https://www.congress.gov/bill/93rd-congress/senate-bill/38,"93rd Congress (1973-1974)",,"An Act to amend the Airport and Airway Development Act of 1970, as amended, to increase the U.S. share of allowable project costs under such act; to amend the Federal Aviation Act of 1958, as amended, to prohibit certain State taxation of persons in air commerce, and for other purposes.","Sen. Cannon, Howard W. [D-NV]",01/04/1973,,,,1,"House - Commerce | Senate - Commerce",06/18/1973,"Public law 93-44."
"S. 37",https://www.congress.gov/bill/93rd-congress/senate-bill/37,"93rd Congress (1973-1974)",,"An Act to amend the Budget and Accounting Act, 1921, to require the advice and consent of the Senate for future appointments to the offices of Director and Deputy Director of the Office of Management and Budget, and for other purposes.","Sen. Metcalf, Lee [D-MT]",01/04/1973,,,,8,"House - Government Operations | Senate - Government Operations",03/02/1974,"Public law 93-250."
"S. 14",https://www.congress.gov/bill/93rd-congress/senate-bill/14,"93rd Congress (1973-1974)",,"An Act to amend the Public Health Service Act to provide assistance and encouragement for the establishment and expansion of health maintenance organizations, and for other purposes.","Sen. Kennedy, Edward M. [D-MA]",01/04/1973,,,,16,"House - Commerce | Senate - Labor and Public Welfare",12/29/1973,"Public law 93-222."
"S. 11",https://www.congress.gov/bill/93rd-congress/senate-bill/11,"93rd Congress (1973-1974)",,"A bill to grant the consent of the United States to the Arkansas River Basin compact, Arkansas-Oklahoma.","Sen. McClellan, John L. [D-AR]",01/04/1973,,,,3,"House - Interior and Insular Affairs | Senate - Judiciary, Public Works",11/13/1973,"Public law 93-152."
"S.J.Res. 263",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/263,"93rd Congress (1973-1974)",,"An Act amending the National Housing Act to clarify the authority of the Federal Savings and Loan Insurance Corporation with respect to the insurance of public deposits, and for other purposes.","Sen. Sparkman, John J. [D-AL]",12/11/1974,,,,0,"Senate - Banking, Housing, and Urban Affairs",12/26/1974,"Public law 93-541."
"S.J.Res. 262",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/262,"93rd Congress (1973-1974)",,"An original joint resolution authorizing the Architect of the Capitol to permit certain temporary and permanent construction work on the Capitol grounds in connection with the erection of an addition to a building on privately owned property adjacent to the Capitol grounds.","Sen. Randolph, Jennings [D-WV]",12/04/1974,,,,0,"House - Public Works | Senate - Public Works",01/02/1975,"Public law 93-581."
"S.J.Res. 260",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/260,"93rd Congress (1973-1974)",,"A joint resolution relative to the convening of the first session of the Ninety-fourth Congress.","Sen. Mansfield, Mike [D-MT]",11/26/1974,,,,1,,12/27/1974,"Public law 93-553."
"S.J.Res. 251",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/251,"93rd Congress (1973-1974)",,"Joint resolution to extend the authority of the Export-Import Bank of the United States.","Sen. Tower, John G. [R-TX]",10/10/1974,,,,1,,10/18/1974,"Public law 93-450."
"S.J.Res. 250",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/250,"93rd Congress (1973-1974)",,"An Act to extend the Regional Rail Reorganization Act's reporting date, and for other purposes.","Sen. Beall, J. Glenn, Jr. [R-MD]",10/10/1974,,,,0,,10/26/1974,"Public law 93-488."
"S.J.Res. 248",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/248,"93rd Congress (1973-1974)",,"A joint resolution assuring compensation for damages caused by nuclear incidents involving the nuclear reactor of a U.S. warship.","Sen. Pastore, John O. [D-RI]",10/09/1974,,,,0,"Senate - Joint Atomic Energy",12/06/1974,"Public law 93-513."
"S.J.Res. 244",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/244,"93rd Congress (1973-1974)",,"Joint resolution to extend termination date of Export-Import Bank.","Sen. Packwood, Bob [R-OR]",09/24/1974,,,,0,,09/30/1974,"Public law 93-425."
"S.J.Res. 236",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/236,"93rd Congress (1973-1974)",,"A joint resolution to provide for the indemnification of the Metropolitan Museum of New York for loss or damage suffered by objects in exhibition in the Union of Soviet Socialist Republics.","Sen. Pell, Claiborne [D-RI]",08/22/1974,,,,1,"Senate - Foreign Relations",10/26/1974,"Public law 93-476."
"S.J.Res. 234",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/234,"93rd Congress (1973-1974)",,"A joint resolution transferring to the State of Alaska certain archives and records in the custody of the National Archives of the United States.","Sen. Stevens, Ted [R-AK]",08/08/1974,,,,0,"House - Post Office and Civil Service | Senate - Government Operations",12/26/1974,"Public law 93-542."
"S.J.Res. 229",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/229,"93rd Congress (1973-1974)",,"Joint resolution to amend the Export-Import Bank Act of 1945.","Sen. Stevenson, Adlai E., III [D-IL]",07/30/1974,,,,0,,08/14/1974,"Public law 93-374."
"S.J.Res. 228",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/228,"93rd Congress (1973-1974)",,"Joint resolution to extend the expiration date of the Defense Production Act of 1950.","Sen. Sparkman, John J. [D-AL]",07/30/1974,,,,0,,08/07/1974,"Public law 93-367."
"S.J.Res. 224",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/224,"93rd Congress (1973-1974)",,"Joint resolution to authorize and request the President to issue a proclamation designating January, 1975, as ""March of Dimes Birth Defects Prevention Month"".","Sen. Montoya, Joseph M. [D-NM]",06/27/1974,,,,27,"House - Judiciary | Senate - Judiciary",12/30/1974,"Public law 93-561."
"S.J.Res. 222",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/222,"93rd Congress (1973-1974)",,"A joint resolution to provide for the appointment of Dr. Murray Gell-Mann as Citizen Regent of the Board of Regents of the Smithsonian Institution.","Sen. Fulbright, James [D-AR]",06/26/1974,,,,2,"House - House Administration | Senate - Rules and Administration",08/30/1974,"Public law 93-401."
"S.J.Res. 221",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/221,"93rd Congress (1973-1974)",,"A joint resolution to provide for the reappointment of Dr. Caryl P. Haskins as Citizen Regent of the Board of Regents of the Smithsonian Institution.","Sen. Fulbright, James [D-AR]",06/26/1974,,,,2,"House - House Administration | Senate - Rules and Administration",08/30/1974,"Public law 93-399."
"S.J.Res. 220",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/220,"93rd Congress (1973-1974)",,"A joint resolution to provide for the reappointment of Dr. William A. M. Burden as Citizen Regent of the Board of Regents of the Smithsonian Institution.","Sen. Fulbright, James [D-AR]",06/26/1974,,,,2,"House - House Administration | Senate - Rules and Administration",08/30/1974,"Public law 93-398."
"S.J.Res. 218",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/218,"93rd Congress (1973-1974)",,"A joint resolution to extend by 30 days the expiration date of the Export-Import Bank Act of 1945.","Sen. Sparkman, John J. [D-AL]",06/26/1974,,,,1,,07/04/1974,"Public law 93-331."
"S.J.Res. 206",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/206,"93rd Congress (1973-1974)",,"A joint resolution authorizing the Secretary of the Army to receive for instruction at the U.S. Military Academy one citizen of the Kingdom of Laos.","Sen. Scott, William Lloyd [R-VA]",04/24/1974,,,,0,"Senate - Armed Services",06/22/1974,"Public law 93-317."
"S.J.Res. 202",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/202,"93rd Congress (1973-1974)",,"Joint resolution designating the premises occupied by the Chief of Naval Operations as the official residence of the Vice President, effective upon the termination of service of the incumbent Chief of Naval Operations.","Sen. Scott, Hugh [R-PA]",04/03/1974,,,,34,"House - Armed Services | Senate - Armed Services",07/12/1974,"Public law 93-346."
"S.J.Res. 192",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/192,"93rd Congress (1973-1974)",,"A joint resolution to grant the status of permanent residence to Ivy May Glockner, formerly Ivy May Richmond nee Pond.","Sen. Eastland, James O. [D-MS]",02/27/1974,,,,0,"House - Judiciary | Senate - Judiciary",10/11/1974,"Private Law 93-95."
"S.J.Res. 185",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/185,"93rd Congress (1973-1974)",,"Joint resolution to provide for advancing the effective date of the final order of the Interstate Commerce Commission in Docket No. MC 43 (Sub-No. 2).","Sen. Magnuson, Warren G. [D-WA]",02/05/1974,,,,27,"House - Commerce | Senate - Commerce",02/08/1974,"Public law 93-249."
"S.J.Res. 182",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/182,"93rd Congress (1973-1974)",,"A joint resolution extending the dates for the transmission of the 1974 Economic Report and the report of the Joint Economic Committee.","Sen. Mansfield, Mike [D-MT]",12/19/1973,,,,1,,01/02/1974,"Public law 93-235."
"S.J.Res. 180",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/180,"93rd Congress (1973-1974)",,"A joint resolution relative to the convening of the second session of the 93rd Congress.","Sen. Mansfield, Mike [D-MT]",12/14/1973,,,,2,,12/20/1973,"Public law 93-196."
"S.J.Res. 164",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/164,"93rd Congress (1973-1974)",,"A joint resolution to permit the Secretary of the Senate to use his franked mail privilege for a limited period to send certain matters on behalf of former Vice President Spiro T. Agnew.","Sen. Mansfield, Mike [D-MT]",10/12/1973,,,,1,,10/26/1973,"Public law 93-138."
"S.J.Res. 160",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/160,"93rd Congress (1973-1974)",,"A joint resolution to provide for an extension of certain laws relating to the payment of interest on time and savings deposits, and for other purposes.","Sen. Tower, John G. [R-TX]",10/01/1973,,,,7,,10/15/1973,"Public law 93-123."
"S.J.Res. 155",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/155,"93rd Congress (1973-1974)",,"Joint resolution authorizing the securing of storage space for the U.S. Senate, the U.S. House of Representatives, and the Office of the Architect of the Capitol.","Sen. Cannon, Howard W. [D-NV]",09/18/1973,,,,0,"House - Public Works | Senate - Rules and Administration",12/13/1973,"Public law 93-180."
"S.J.Res. 144",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/144,"93rd Congress (1973-1974)",,"Joint resolution to provide for a temporary extension of the authority of the Secretary of Housing and Urban Development with respect to the insurance of loans and mortgages, and for other purposes.","Sen. Sparkman, John J. [D-AL]",08/01/1973,,,,0,,08/10/1973,"Public law 93-85."
"S.J.Res. 133",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/133,"93rd Congress (1973-1974)",,"Joint resolution to provide for the establishment of the American Indian Policy Review Commission.","Sen. Abourezk, James [D-SD]",07/16/1973,,,,2,"House - Interior and Insular Affairs | Senate - Interior and Insular Affairs",01/02/1975,"Public law 93-580."
"S.J.Res. 128",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/128,"93rd Congress (1973-1974)",,"Joint resolution to provide for an extension of certain laws relating to the payment of interest on time and savings deposits.","Sen. Brooke, Edward W. [R-MA]",06/26/1973,,,,1,"Senate - Banking, Housing, and Urban Affairs",07/06/1973,"Public law 93-63."
"S.J.Res. 123",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/123,"93rd Congress (1973-1974)",,"Joint resolution authorizing the procurement of an oil portrait and marble bust of former Chief Justice Earl Warren.","Sen. Cranston, Alan [D-CA]",06/18/1973,,,,3,"House - House Administration | Senate - Rules and Administration",10/17/1974,"Public law 93-446."
"S.J.Res. 112",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/112,"93rd Congress (1973-1974)",,"An original joint resolution to amend section 1319 of the Housing and Urban Development Act of 1968 to increase the limitation on the face amount of flood insurance coverage authorized to be outstanding.","Sen. Sparkman, John J. [D-AL]",05/17/1973,,,,0,"Senate - Banking, Housing, and Urban Affairs",06/05/1973,"Public law 93-38."
"S.J.Res. 93",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/93,"93rd Congress (1973-1974)",,"Joint resolution to provide a temporary extension of the authorization for the President's National Commission on Productivity.","Sen. Johnston, J. Bennett [D-LA]",04/17/1973,,,,0,"Senate - Banking, Housing, and Urban Affairs",05/14/1973,"Public law 93-34."
"S.J.Res. 73",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/73,"93rd Congress (1973-1974)",,"A joint resolution to authorize the President to proclaim April 16, 1973, as ""Jim Thorpe Day"".","Sen. Bartlett, Dewey F. [R-OK]",03/08/1973,,,,0,"Senate - Judiciary",04/16/1973,"Public law 93-19."
"S.J.Res. 66",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/66,"93rd Congress (1973-1974)",,"A joint resolution to authorize the erection of a monument to the dead of the 1st Infantry Division, U.S. Forces in Vietnam.","Sen. Ervin, Sam J., Jr. [D-NC]",02/19/1973,,,,0,"House - House Administration",08/23/1974,"Public law 93-384."
"S.J.Res. 59",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/59,"93rd Congress (1973-1974)",,"Joint resolution to extend the provisions of the Railway Labor Act, and for other purposes.","Sen. Williams, Harrison A., Jr. [D-NJ]",02/08/1973,,,,2,"Senate - Labor and Public Welfare",02/09/1973,"Public law 93-5."
"S.J.Res. 51",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/51,"93rd Congress (1973-1974)",,"A joint resolution to authorize and request the President to issue a proclamation designating the calendar week beginning May 6, 1973, as ""National Historic Preservation Week.""","Sen. Jackson, Henry M. [D-WA]",02/05/1973,,,,2,"House - Judiciary | Senate - Judiciary",05/05/1973,"Public law 93-30."
"S.J.Res. 42",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/42,"93rd Congress (1973-1974)",,"An original joint resolution to extend the life of the Commission on Highway Beautification established under section 123 of the Federal-Aid Highway Act of 1970.","Sen. Randolph, Jennings [D-WV]",01/29/1973,,,,0,"Senate - Public Works",02/16/1973,"Public law 93-6."
"S.J.Res. 40",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/40,"93rd Congress (1973-1974)",,"Joint resolution to authorize and request the President to call a White House Conference on Library and Information Services not later than 1978, and for other purposes.","Sen. Pell, Claiborne [D-RI]",01/26/1973,,,,0,"House - Education and Labor | Senate - Labor and Public Welfare",12/31/1974,"Public law 93-568."
"S.J.Res. 37",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/37,"93rd Congress (1973-1974)",,"A joint resolution to designate the Manned Space Craft Center in Houston, Tex., as the ""Lyndon B. Johnson Space Center"" in honor of the late President.","Sen. Byrd, Robert C. [D-WV]",01/26/1973,,,,2,"Senate - Aeronautical",02/17/1973,"Public law 93-8."
"S.J.Res. 26",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/26,"93rd Congress (1973-1974)",,"An original joint resolution to amend section 1319 of the Housing and Urban Development Act of 1968 to increase the limitation on the face amount of flood insurance coverage authorized to be outstanding.","Sen. Sparkman, John J. [D-AL]",01/23/1973,,,,0,"Senate - Banking, Housing, and Urban Affairs",02/02/1973,"Public law 93-4."
"S.J.Res. 25",https://www.congress.gov/bill/93rd-congress/senate-joint-resolution/25,"93rd Congress (1973-1974)",,"Joint resolution to authorize and request the President to issue a proclamation designating the fourth Sunday in September, 1973, as ""National Next Door Neighbor Day"".","Sen. Mansfield, Mike [D-MT]",01/23/1973,,,,0,"House - Judiciary | Senate - Judiciary",08/16/1973,"Public law 93-103."
