"Downloaded on",02/17/2020,"12:00:27 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22102%22%2C%22101%22%2C%22100%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S.J.Res. 68",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/68,"101st Congress (1989-1990)",,"A joint resolution to designate the month of May 1989, as ""Trauma Awareness Month"".","Sen. Byrd, Robert C. [D-WV]",02/28/1989,,,,57,"House - Post Office and Civil Service | Senate - Judiciary",05/23/1989,"Became Public Law No: 101-33."
"S.J.Res. 67",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/67,"101st Congress (1989-1990)",,"A joint resolution to commemorate the twenty-fifth anniversary of the Wilderness Act of 1964 which established the National Wilderness Preservation System.","Sen. Domenici, Pete V. [R-NM]",02/28/1989,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",08/14/1989,"Became Public Law No: 101-85."
"S.J.Res. 64",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/64,"101st Congress (1989-1990)",,"A joint resolution to designate March 25, 1989, as ""Greek Independence Day: A National Day of Celebration of Greek and American Democracy"".","Sen. Lautenberg, Frank R. [D-NJ]",02/22/1989,,,,58,"House - Post Office and Civil Service | Senate - Judiciary",03/21/1989,"Became Public Law No: 101-3."
"S.J.Res. 63",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/63,"101st Congress (1989-1990)",,"A joint resolution designating June 14, 1989, as ""Baltic Freedom Day"", and for other purposes.","Sen. Riegle, Donald W., Jr. [D-MI]",02/22/1989,,,,57,"House - Post Office and Civil Service, Foreign Affairs | Senate - Judiciary",06/19/1989,"Became Public Law No: 101-39."
"S.J.Res. 62",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/62,"101st Congress (1989-1990)",,"A joint resolution designating May 1989 as ""National Stroke Awareness Month"".","Sen. Armstrong, William L. [R-CO]",02/22/1989,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",05/11/1989,"Became Public Law No: 101-27."
"S.J.Res. 60",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/60,"101st Congress (1989-1990)",,"A joint resolution to designate the period commencing on May 1, 1989, and ending on May 7, 1989, as ""National Drinking Water Week"".","Sen. DeConcini, Dennis [D-AZ]",02/09/1989,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",05/02/1989,"Became Public Law No: 101-21."
"S.J.Res. 58",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/58,"101st Congress (1989-1990)",,"A joint resolution to designate May 17, 1989, as ""High School Reserve Officer Training Corps Recognition Day"".","Sen. Domenici, Pete V. [R-NM]",02/08/1989,,,,56,"House - Post Office and Civil Service | Senate - Judiciary",05/22/1989,"Became Public Law No: 101-32."
"S.J.Res. 57",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/57,"101st Congress (1989-1990)",,"A joint resolution to establish a national policy on permanent papers.","Sen. Pell, Claiborne [D-RI]",02/08/1989,,,,48,"House - Government Operations, House Administration | Senate - Governmental Affairs",10/12/1990,"Became Public Law No: 101-423."
"S.J.Res. 55",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/55,"101st Congress (1989-1990)",,"A joint resolution to designate the week of October 1, 1989, through October 7, 1989, as ""Mental Illness Awareness Week"".","Sen. Simon, Paul [D-IL]",02/07/1989,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",08/14/1989,"Became Public Law No: 101-84."
"S.J.Res. 52",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/52,"101st Congress (1989-1990)",,"A joint resolution to express gratitude for law enforcement personnel.","Sen. Hollings, Ernest F. [D-SC]",02/07/1989,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",05/02/1989,"Became Public Law No: 101-23."
"S.J.Res. 50",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/50,"101st Congress (1989-1990)",,"A joint resolution to designate the week beginning April 2, 1989, as ""National Child Care Awareness Week"".","Sen. Boschwitz, Rudy [R-MN]",02/07/1989,,,,55,"House - Post Office and Civil Service | Senate - Judiciary",04/02/1989,"Became Public Law No: 101-10."
"S.J.Res. 45",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/45,"101st Congress (1989-1990)",,"A joint resolution designating May 1989 as ""Older Americans Month"".","Sen. Pryor, David H. [D-AR]",01/31/1989,,,,50,"House - Post Office and Civil Service | Senate - Judiciary",05/01/1989,"Became Public Law No: 101-19."
"S.J.Res. 43",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/43,"101st Congress (1989-1990)",,"A joint resolution designating April 9, 1989, as ""National Former Prisoners of War Recognition Day"".","Sen. Graham, Bob [D-FL]",01/31/1989,,,,72,"House - Post Office and Civil Service | Senate - Judiciary",04/13/1989,"Became Public Law No: 101-13."
"S.J.Res. 37",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/37,"101st Congress (1989-1990)",,"A joint resolution designating the week beginning May 14, 1989, as ""National Osteoporosis Prevention Week of 1989"".","Sen. Grassley, Chuck [R-IA]",01/31/1989,,,,62,"House - Post Office and Civil Service | Senate - Judiciary",05/17/1989,"Became Public Law No: 101-29."
"S.J.Res. 25",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/25,"101st Congress (1989-1990)",,"A joint resolution to designate the week of May 7, 1989, through May 14, 1989, as ""Jewish Heritage Week"".","Sen. D'Amato, Alfonse [R-NY]",01/25/1989,,,,63,"House - Post Office and Civil Service | Senate - Judiciary",05/05/1989,"Became Public Law No: 101-25."
"S.J.Res. 19",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/19,"101st Congress (1989-1990)",,"A joint resolution to designate November 8, 1989, as ""Montana Centennial Day"".","Sen. Burns, Conrad R. [R-MT]",01/25/1989,,,,53,"House - Post Office and Civil Service | Senate - Judiciary",11/08/1989,"Became Public Law No: 101-141."
"S.J.Res. 16",https://www.congress.gov/bill/101st-congress/senate-joint-resolution/16,"101st Congress (1989-1990)",,"A joint resolution designating the month of November 1989 as ""National Alzheimer's Disease Month"".","Sen. Pressler, Larry [R-SD]",01/25/1989,,,,51,"House - Post Office and Civil Service | Senate - Judiciary",12/05/1989,"Became Public Law No: 101-196."
"S. 2889",https://www.congress.gov/bill/100th-congress/senate-bill/2889,"100th Congress (1987-1988)",,"Health Omnibus Extension of 1988","Sen. Kennedy, Edward M. [D-MA]",10/13/1988,,,,1,,11/04/1988,"Became Public Law No: 100-607."
"S. 2885",https://www.congress.gov/bill/100th-congress/senate-bill/2885,"100th Congress (1987-1988)",,"A bill to amend the Hunger Prevention Act of 1988 to make a technical correction.","Sen. Lugar, Richard G. [R-IN]",10/12/1988,,,,2,,11/05/1988,"Became Public Law No: 100-619."
"S. 2846",https://www.congress.gov/bill/100th-congress/senate-bill/2846,"100th Congress (1987-1988)",,"A bill to provide for the awarding of grants for the purchase of drugs used in the treatment of AIDS.","Sen. Weicker, Lowell P., Jr. [R-CT]",09/29/1988,,,,6,,10/04/1988,"Became Public Law No: 100-471."
"S. 2843",https://www.congress.gov/bill/100th-congress/senate-bill/2843,"100th Congress (1987-1988)",,"Generic Animal Drug and Patent Term Restoration Act","Sen. Hatch, Orrin G. [R-UT]",09/28/1988,,,,1,,11/16/1988,"Became Public Law No: 100-670."
"S. 2840",https://www.congress.gov/bill/100th-congress/senate-bill/2840,"100th Congress (1987-1988)",,"Arizona-Idaho Conservation Act of 1988","Sen. Johnston, J. Bennett [D-LA]",09/27/1988,,,,0,"Senate - Energy and Natural Resources",11/18/1988,"Became Public Law No: 100-696."
"S. 2835",https://www.congress.gov/bill/100th-congress/senate-bill/2835,"100th Congress (1987-1988)",,"An original bill to designate the United States Post Office and Courthouse located at 151 West Street in Rutland, Vermont, as the ""Robert T. Stafford United States Courthouse and Post Office"".","Sen. Burdick, Quentin N. [D-ND]",09/27/1988,,,,0,"Senate - Environment and Public Works",11/03/1988,"Became Public Law No: 100-599."
"S. 2800",https://www.congress.gov/bill/100th-congress/senate-bill/2800,"100th Congress (1987-1988)",,"An original bill to amend the Nuclear Waste Policy Act of 1982 with respect to the Office of Nuclear Waste Negotiator and the Monitored Retrievable Storage Commission.","Sen. Johnston, J. Bennett [D-LA]",09/16/1988,,,,0,"Senate - Energy and Natural Resources",10/18/1988,"Became Public Law No: 100-507."
"S. 2789",https://www.congress.gov/bill/100th-congress/senate-bill/2789,"100th Congress (1987-1988)",,"Dwight David Eisenhower Commemorative Coin Act of 1988","Sen. Dole, Robert J. [R-KS]",09/14/1988,,,,2,,10/03/1988,"Became Public Law No: 100-467."
"S. 2752",https://www.congress.gov/bill/100th-congress/senate-bill/2752,"100th Congress (1987-1988)",,"A bill to declare that certain lands be held in trust for the Quinault Indian Nation, and for other purposes.","Sen. Evans, Daniel J. [R-WA]",08/11/1988,,,,1,"Senate - Indian Affairs",11/08/1988,"Became Public Law No: 100-638."
"S. 2749",https://www.congress.gov/bill/100th-congress/senate-bill/2749,"100th Congress (1987-1988)",,"Defense Authorization Amendments and Base Closure and Realignment Act","Sen. Stennis, John C. [D-MS]",08/11/1988,,,,2,,10/24/1988,"Became Public Law No: 100-526."
"S. 2723",https://www.congress.gov/bill/100th-congress/senate-bill/2723,"100th Congress (1987-1988)",,"Hoopa-Yurok Settlement Act","Sen. Cranston, Alan [D-CA]",08/10/1988,,,,0,"Senate - Indian Affairs",10/31/1988,"Became Public Law No: 100-580."
"S. 2641",https://www.congress.gov/bill/100th-congress/senate-bill/2641,"100th Congress (1987-1988)",,"Temporary Emergency Wildfire Suppression Act","Sen. Melcher, John [D-MT]",07/13/1988,,,,6,"Senate - Agriculture, Nutrition, and Forestry",09/09/1988,"Became Public Law No: 100-428."
"S. 2637",https://www.congress.gov/bill/100th-congress/senate-bill/2637,"100th Congress (1987-1988)",,"A bill for the relief of Gillian Lesley Sackler.","Sen. Moynihan, Daniel Patrick [D-NY]",07/13/1988,,,,0,"Senate - Judiciary",11/07/1988,"Became Private Law No: 100-35."
"S. 2561",https://www.congress.gov/bill/100th-congress/senate-bill/2561,"100th Congress (1987-1988)",,"Technology-Related Assistance for Individuals With Disabilities Act of 1988","Sen. Harkin, Tom [D-IA]",06/23/1988,,,,17,"Senate - Labor and Human Resources",08/19/1988,"Became Public Law No: 100-407."
"S. 2560",https://www.congress.gov/bill/100th-congress/senate-bill/2560,"100th Congress (1987-1988)",,"Hunger Prevention Act of 1988","Sen. Leahy, Patrick J. [D-VT]",06/23/1988,,,,58,"Senate - Agriculture, Nutrition, and Forestry",09/19/1988,"Became Public Law No: 100-435."
"S. 2545",https://www.congress.gov/bill/100th-congress/senate-bill/2545,"100th Congress (1987-1988)",,"A bill to redesignate Salinas National Monument in the State of New Mexico, and for other purposes.","Sen. Bingaman, Jeff [D-NM]",06/21/1988,,,,1,"Senate - Energy and Natural Resources",10/28/1988,"Became Public Law No: 100-559."
"S. 2527",https://www.congress.gov/bill/100th-congress/senate-bill/2527,"100th Congress (1987-1988)",,"Worker Adjustment and Retraining Notification Act","Sen. Metzenbaum, Howard M. [D-OH]",06/16/1988,,,,23,,08/04/1988,"Became Public Law No: 100-379."
"S. 2496",https://www.congress.gov/bill/100th-congress/senate-bill/2496,"100th Congress (1987-1988)",,"A bill to provide for the leasing of certain real property to the American National Red Cross, District of Columbia Chapter, for the construction and maintenance of certain buildings and improvements.","Sen. Stafford, Robert T. [R-VT]",06/10/1988,,,,1,"House - Public Works and Transportation | Senate - Environment and Public Works",11/08/1988,"Became Public Law No: 100-637."
"S. 2479",https://www.congress.gov/bill/100th-congress/senate-bill/2479,"100th Congress (1987-1988)",,"Immigration Technical Corrections Act of 1988","Sen. Kennedy, Edward M. [D-MA]",06/07/1988,,,,3,,10/24/1988,"Became Public Law No: 100-525."
"S. 2470",https://www.congress.gov/bill/100th-congress/senate-bill/2470,"100th Congress (1987-1988)",,"Steel and Aluminum Energy Conservation and Technology Competitiveness Act of 1988","Sen. Metzenbaum, Howard M. [D-OH]",06/06/1988,,,,7,"House - Science, Space and Technology | Senate - Energy and Natural Resources",11/17/1988,"Became Public Law No: 100-680."
"S. 2436",https://www.congress.gov/bill/100th-congress/senate-bill/2436,"100th Congress (1987-1988)",,"A bill to reauthorize the Sleeping Bear Dunes National Lakeshore Advisory Commission.","Sen. Riegle, Donald W., Jr. [D-MI]",05/26/1988,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",10/28/1988,"Became Public Law No: 100-558."
"S. 2393",https://www.congress.gov/bill/100th-congress/senate-bill/2393,"100th Congress (1987-1988)",,"Protection and Advocacy for Mentally Ill Individuals Amendments Act of 1988","Sen. Harkin, Tom [D-IA]",05/13/1988,,,,10,"Senate - Labor and Human Resources",10/20/1988,"Became Public Law No: 100-509."
"S. 2385",https://www.congress.gov/bill/100th-congress/senate-bill/2385,"100th Congress (1987-1988)",,"Community and Migrant Health Centers Amendments of 1988","Sen. Kennedy, Edward M. [D-MA]",05/13/1988,,,,0,"Senate - Labor and Human Resources",08/10/1988,"Became Public Law No: 100-386."
"S. 2361",https://www.congress.gov/bill/100th-congress/senate-bill/2361,"100th Congress (1987-1988)",,"Video Privacy Protection Act of 1988","Sen. Leahy, Patrick J. [D-VT]",05/10/1988,,,,10,"Senate - Judiciary",11/05/1988,"Became Public Law No: 100-618."
"S. 2344",https://www.congress.gov/bill/100th-congress/senate-bill/2344,"100th Congress (1987-1988)",,"Office of Government Ethics Reauthorization Act of 1988","Sen. Levin, Carl [D-MI]",04/28/1988,,,,2,"House - Judiciary, Post Office and Civil Service | Senate - Governmental Affairs",11/03/1988,"Became Public Law No: 100-598."
"S. 2304",https://www.congress.gov/bill/100th-congress/senate-bill/2304,"100th Congress (1987-1988)",,"A bill to amend the Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriation Act, 1986, to extend the life of the Commission on the Ukraine Famine.","Sen. Bradley, Bill [D-NJ]",04/21/1988,,,,2,"House - Foreign Affairs",06/17/1988,"Became Public Law No: 100-340."
"S. 2273",https://www.congress.gov/bill/100th-congress/senate-bill/2273,"100th Congress (1987-1988)",,"A bill to provide for the transfer of certain funds to the Secretary of the Interior for the benefit of certain members of the Crow Tribe.","Sen. Melcher, John [D-MT]",04/12/1988,,,,0,"Senate - Indian Affairs",05/13/1988,"Became Public Law No: 100-318."
"S. 2248",https://www.congress.gov/bill/100th-congress/senate-bill/2248,"100th Congress (1987-1988)",,"A bill to designate the United States Courthouse located at 156 Federal Street in Portland, maine, as the ""Edward Thaxter Gignoux United States Courthouse.","Sen. Cohen, William S. [R-ME]",03/31/1988,,,,1,"House - Public Works and Transportation | Senate - Environment and Public Works",07/19/1988,"Became Public Law No: 100-374."
