"Downloaded on",02/17/2020,"12:01:10 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2299%22%2C%2298%22%2C%2297%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1124",https://www.congress.gov/bill/99th-congress/senate-bill/1124,"99th Congress (1985-1986)",,"Surface Freight Forwarder Deregulation Act of 1986","Sen. Packwood, Bob [R-OR]",05/14/1985,,,,0,"Senate - Commerce, Science, and Transportation",10/22/1986,"Became Public Law No: 99-521."
"S. 1116",https://www.congress.gov/bill/99th-congress/senate-bill/1116,"99th Congress (1985-1986)",,"A bill to amend the Act of October 15, 1982, entitled ""An Act to designate the Mary McLeod Bethune Council House in Washington, District of Columbia, as a national historic site, and for other purposes"".","Sen. Warner, John [R-VA]",05/09/1985,,,,5,"Senate - Energy and Natural Resources",12/18/1985,"Became Public Law No: 99-187."
"S. 1106",https://www.congress.gov/bill/99th-congress/senate-bill/1106,"99th Congress (1985-1986)",,"Saginaw Chippewa Indian Tribe of Michigan Distribution of Judgment Funds Act","Sen. Riegle, Donald W., Jr. [D-MI]",05/08/1985,,,,1,"House - Interior and Insular Affairs | Senate - Indian Affairs",06/30/1986,"Became Public Law No: 99-346."
"S. 1082",https://www.congress.gov/bill/99th-congress/senate-bill/1082,"99th Congress (1985-1986)",,"A bill granting the consent of Congress to the Arkansas-Mississippi Great River Bridge Construction Compact.","Sen. Cochran, Thad [R-MS]",05/07/1985,,,,3,"House - Judiciary | Senate - Judiciary",10/27/1986,"Became Public Law No: 99-560."
"S. 1073",https://www.congress.gov/bill/99th-congress/senate-bill/1073,"99th Congress (1985-1986)",,"Japanese Technical Literature Act of 1986","Sen. Baucus, Max [D-MT]",05/06/1985,,,,5,"House - Science and Technology | Senate - Commerce, Science, and Transportation",08/14/1986,"Became Public Law No: 99-382."
"S. 1068",https://www.congress.gov/bill/99th-congress/senate-bill/1068,"99th Congress (1985-1986)",,"OCS Paperwork and Reporting Act","Sen. Johnston, J. Bennett [D-LA]",05/03/1985,,,,1,"House - Interior and Insular Affairs, Merchant Marine and Fisheries | Senate - Energy and Natural Resources",07/31/1986,"Became Public Law No: 99-367."
"S. 1042",https://www.congress.gov/bill/99th-congress/senate-bill/1042,"99th Congress (1985-1986)",,"Military Construction Authorization Act, 1986","Sen. Goldwater, Barry [R-AZ]",05/01/1985,,,,0,"Senate - Armed Services",12/03/1985,"Became Public Law No: 99-167."
"S. 1027",https://www.congress.gov/bill/99th-congress/senate-bill/1027,"99th Congress (1985-1986)",,"A bill for the relief of Kenneth David Franklin.","Sen. Helms, Jesse [R-NC]",04/29/1985,,,,1,"House - Judiciary | Senate - Governmental Affairs",06/19/1986,"Became Private Law No: 99-3."
"S. 992",https://www.congress.gov/bill/99th-congress/senate-bill/992,"99th Congress (1985-1986)",,"Congressional Reports Elimination Act of 1986","Sen. Cohen, William S. [R-ME]",04/24/1985,,,,3,"House - Government Operations | Senate - Governmental Affairs",08/22/1986,"Became Public Law No: 99-386."
"S. 991",https://www.congress.gov/bill/99th-congress/senate-bill/991,"99th Congress (1985-1986)",,"National Oceanic and Atmospheric Administration Marine Fisheries Program Authorization Act of 1985","Sen. Danforth, John C. [R-MO]",04/24/1985,,,,3,"House - Merchant Marine and Fisheries | Senate - Commerce, Science, and Transportation",11/14/1986,"Became Public Law No: 99-659."
"S. 974",https://www.congress.gov/bill/99th-congress/senate-bill/974,"99th Congress (1985-1986)",,"Protection and Advocacy for Mentally Ill Individuals Act of 1986","Sen. Weicker, Lowell P., Jr. [R-CT]",04/23/1985,,,,26,"House - Energy and Commerce | Senate - Labor and Human Resources",05/23/1986,"Became Public Law No: 99-319."
"S. 960",https://www.congress.gov/bill/99th-congress/senate-bill/960,"99th Congress (1985-1986)",,"International Security and Development Cooperation Act of 1985","Sen. Lugar, Richard G. [R-IN]",04/19/1985,,,,0,"Senate - Foreign Relations",08/08/1985,"Became Public Law No: 99-83."
"S. 947",https://www.congress.gov/bill/99th-congress/senate-bill/947,"99th Congress (1985-1986)",,"Overseas Private Investment Corporation Amendments Act of 1985","Sen. Lugar, Richard G. [R-IN]",04/18/1985,,,,0,"Senate - Foreign Relations",12/23/1985,"Became Public Law No: 99-204."
"S. 883",https://www.congress.gov/bill/99th-congress/senate-bill/883,"99th Congress (1985-1986)",,"Export Administration Amendments Act of 1985","Sen. Heinz, John [R-PA]",04/03/1985,,,,0,,07/12/1985,"Became Public Law No: 99-64."
"S. 822",https://www.congress.gov/bill/99th-congress/senate-bill/822,"99th Congress (1985-1986)",,"A bill to extend the time for conducting the referendum with respect to the national marketing quota for wheat for the marketing year beginning June 1, 1986.","Sen. Zorinsky, Edward [D-NE]",04/01/1985,,,,6,"Senate - Agriculture, Nutrition, and Forestry",07/11/1985,"Became Public Law No: 99-63."
"S. 818",https://www.congress.gov/bill/99th-congress/senate-bill/818,"99th Congress (1985-1986)",,"A bill to authorize appropriations for activities under the Federal Fire Prevention and Control Act of 1974.","Sen. Gorton, Slade [R-WA]",03/28/1985,,,,0,"House - Science and Technology | Senate - Commerce, Science, and Transportation",09/26/1985,"Became Public Law No: 99-97."
"S. 817",https://www.congress.gov/bill/99th-congress/senate-bill/817,"99th Congress (1985-1986)",,"A bill to authorize appropriations under the Earthquake Hazards Reduction Act of 1977 for fiscal years 1986 and 1987, and for other purposes.","Sen. Gorton, Slade [R-WA]",03/28/1985,,,,1,"House - Interior and Insular Affairs, Science and Technology | Senate - Commerce, Science, and Transportation",09/30/1985,"Became Public Law No: 99-105."
"S. 816",https://www.congress.gov/bill/99th-congress/senate-bill/816,"99th Congress (1985-1986)",,"Nebraska Wilderness Act of 1985","Sen. Exon, J. James [D-NE]",03/28/1985,,,,1,"House - Agriculture, Interior and Insular Affairs | Senate - Energy and Natural Resources",10/20/1986,"Became Public Law No: 99-504."
"S. 781",https://www.congress.gov/bill/99th-congress/senate-bill/781,"99th Congress (1985-1986)",,"A bill to amend the Biomass Energy and Alcohol Fuels Act of 1980 to clarify the intention of Section 221 of the Act.","Sen. Exon, J. James [D-NE]",03/28/1985,,,,4,"House - Banking, Finance, and Urban Affrs",04/16/1985,"Became Public Law No: 99-24."
"S. 740",https://www.congress.gov/bill/99th-congress/senate-bill/740,"99th Congress (1985-1986)",,"Emergency Wetlands Resources Act of 1986","Sen. Chafee, John H. [R-RI]",03/26/1985,,,,4,"Senate - Environment and Public Works, Energy and Natural Resources",11/10/1986,"Became Public Law No: 99-645."
"S. 727",https://www.congress.gov/bill/99th-congress/senate-bill/727,"99th Congress (1985-1986)",,"A bill to clarify the application of the Public Utility Holding Company Act of 1935 to encourage cogeneration activities by gas utility holding company systems.","Sen. Heinz, John [R-PA]",03/20/1985,,,,0,"House - Energy and Commerce | Senate - Banking, Housing, and Urban Affairs",12/18/1985,"Became Public Law No: 99-186."
"S. 720",https://www.congress.gov/bill/99th-congress/senate-bill/720,"99th Congress (1985-1986)",,"A bill to establish a permanent boundary for the Acadia National Park in the State of Maine, and for other purposes.","Sen. Mitchell, George J. [D-ME]",03/20/1985,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",09/25/1986,"Became Public Law No: 99-420."
"S. 689",https://www.congress.gov/bill/99th-congress/senate-bill/689,"99th Congress (1985-1986)",,"African Famine Relief and Recovery Act of 1985","Sen. Lugar, Richard G. [R-IN]",03/19/1985,,,,1,,04/02/1985,"Became Public Law No: 99-8."
"S. 661",https://www.congress.gov/bill/99th-congress/senate-bill/661,"99th Congress (1985-1986)",,"A bill entitled the ""George Milligan Control Tower"".","Sen. Packwood, Bob [R-OR]",03/14/1985,,,,0,"House - Public Works and Transportation | Senate - Commerce, Science, and Transportation",05/24/1985,"Became Public Law No: 99-45."
"S. 597",https://www.congress.gov/bill/99th-congress/senate-bill/597,"99th Congress (1985-1986)",,"A bill to amend subtitle II of title 46, United States Code, ""Shipping"", making technical and conforming changes, and for other purposes.","Sen. Stevens, Ted [R-AK]",03/06/1985,,,,0,"Senate - Commerce, Science, and Transportation",05/15/1985,"Became Public Law No: 99-36."
"S. 592",https://www.congress.gov/bill/99th-congress/senate-bill/592,"99th Congress (1985-1986)",,"A bill to provide that the chairmanship of the Commission on Security and Cooperation in Europe shall rotate between members appointed from the House of Representatives and Members appointed from the Senate, and for other purposes.","Sen. Dole, Robert J. [R-KS]",03/06/1985,,,,2,"House - Foreign Affairs",03/27/1985,"Became Public Law No: 99-7."
"S. 565",https://www.congress.gov/bill/99th-congress/senate-bill/565,"99th Congress (1985-1986)",,"A bill to direct the Secretary of Agriculture to convey, without consideration, to the Town of Payson, Arizona, approximately 31.14 acres of Forest Service lands.","Sen. DeConcini, Dennis [D-AZ]",03/05/1985,,,,0,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",11/07/1986,"Became Public Law No: 99-632."
"S. 511",https://www.congress.gov/bill/99th-congress/senate-bill/511,"99th Congress (1985-1986)",,"A bill to change the name of the Loxahatchee National Wildlife Refuge, Florida, to the Arthur R. Marshall Loxahatchee National Wildlife Refuge.","Sen. Chiles, Lawton [D-FL]",02/26/1985,,,,1,"Senate - Environment and Public Works",11/06/1986,"Became Public Law No: 99-615."
"S. 485",https://www.congress.gov/bill/99th-congress/senate-bill/485,"99th Congress (1985-1986)",,"A bill to amend the Alaska National Interest Lands Conservation Act of 1980 to clarify the treatment of submerged lands and ownership by the Alaskan Native Corporation.","Sen. Murkowski, Frank H. [R-AK]",02/20/1985,,,,1,"Senate - Energy and Natural Resources",11/10/1986,"Became Public Law No: 99-644."
"S. 484",https://www.congress.gov/bill/99th-congress/senate-bill/484,"99th Congress (1985-1986)",,"A bill to amend the Saccharin Study and Labeling Act.","Sen. Hatch, Orrin G. [R-UT]",02/20/1985,,,,12,"Senate - Labor and Human Resources",05/24/1985,"Became Public Law No: 99-46."
"S. 475",https://www.congress.gov/bill/99th-congress/senate-bill/475,"99th Congress (1985-1986)",,"Truth in Mileage Act of 1986","Sen. Exon, J. James [D-NE]",02/19/1985,,,,6,"House - Energy and Commerce | Senate - Commerce, Science, and Transportation",10/28/1986,"Became Public Law No: 99-579."
"S. 444",https://www.congress.gov/bill/99th-congress/senate-bill/444,"99th Congress (1985-1986)",,"A bill to amend the Alaska Native Claims Settlement Act.","Sen. Murkowski, Frank H. [R-AK]",02/07/1985,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",09/25/1985,"Became Public Law No: 99-96."
"S. 426",https://www.congress.gov/bill/99th-congress/senate-bill/426,"99th Congress (1985-1986)",,"Electric Consumer Protection Act of 1986","Sen. Wallop, Malcolm [R-WY]",02/07/1985,,,,33,"Senate - Energy and Natural Resources",10/16/1986,"Became Public Law No: 99-495."
"S. 415",https://www.congress.gov/bill/99th-congress/senate-bill/415,"99th Congress (1985-1986)",,"Handicapped Children's Protection Act of 1986","Sen. Weicker, Lowell P., Jr. [R-CT]",02/06/1985,,,,21,"House - Education and Labor | Senate - Labor and Human Resources",08/05/1986,"Became Public Law No: 99-372."
"S. 413",https://www.congress.gov/bill/99th-congress/senate-bill/413,"99th Congress (1985-1986)",,"A bill to extend the provisions of title XII of the Merchant Marine Act, 1936, relating to war risk insurance.","Sen. Stevens, Ted [R-AK]",02/06/1985,,,,1,"Senate - Commerce, Science, and Transportation",07/03/1985,"Became Public Law No: 99-59."
"S. 410",https://www.congress.gov/bill/99th-congress/senate-bill/410,"99th Congress (1985-1986)",,"Conservation Service Reform Act of 1986","Sen. Johnston, J. Bennett [D-LA]",02/06/1985,,,,5,"House - Energy and Commerce | Senate - Energy and Natural Resources",08/28/1986,"Became Public Law No: 99-412."
"S. 386",https://www.congress.gov/bill/99th-congress/senate-bill/386,"99th Congress (1985-1986)",,"A bill to confirm a conveyance of certain real property by the Southern Pacific Transportation Company to Ernest Pritchett and his wife, Dianna Pritchett.","Sen. Packwood, Bob [R-OR]",02/05/1985,,,,0,"House - Interior and Insular Affairs | Senate - Governmental Affairs",11/06/1986,"Became Public Law No: 99-614."
"S. 381",https://www.congress.gov/bill/99th-congress/senate-bill/381,"99th Congress (1985-1986)",,"A bill for the relief of Mishleen Earle.","Sen. Metzenbaum, Howard M. [D-OH]",02/05/1985,,,,0,"House - Judiciary | Senate - Judiciary",05/15/1986,"Became Private Law No: 99-1."
"S. 332",https://www.congress.gov/bill/99th-congress/senate-bill/332,"99th Congress (1985-1986)",,"A bill for the relief of Ramzi Sallomy and Marie Sallomy.","Sen. Mathias, Charles McC., Jr. [R-MD]",01/31/1985,,,,0,"House - Judiciary | Senate - Judiciary",11/07/1986,"Became Private Law No: 99-24."
"S. 290",https://www.congress.gov/bill/99th-congress/senate-bill/290,"99th Congress (1985-1986)",,"A bill for the relief of Catherine and Robert Fossez.","Sen. Thurmond, Strom [R-SC]",01/24/1985,,,,0,"House - Judiciary | Senate - Judiciary",09/30/1986,"Became Private Law No: 99-17."
"S. 209",https://www.congress.gov/bill/99th-congress/senate-bill/209,"99th Congress (1985-1986)",,"Federal Debt Recovery Act of 1985","Sen. D'Amato, Alfonse [R-NY]",01/21/1985,,,,9,"House - Judiciary | Senate - Governmental Affairs",10/28/1986,"Became Public Law No: 99-578."
"S. 197",https://www.congress.gov/bill/99th-congress/senate-bill/197,"99th Congress (1985-1986)",,"A bill for the relief of Elga Bouilliant-Linet.","Sen. Cranston, Alan [D-CA]",01/21/1985,,,,0,"House - Judiciary | Senate - Judiciary",10/27/1986,"Became Private Law No: 99-20."
"S. 173",https://www.congress.gov/bill/99th-congress/senate-bill/173,"99th Congress (1985-1986)",,"Tehran American School Claim Act of 1985","Sen. Stafford, Robert T. [R-VT]",01/03/1985,,,,5,"House - Judiciary | Senate - Judiciary",05/29/1986,"Became Public Law No: 99-330."
"S. 140",https://www.congress.gov/bill/99th-congress/senate-bill/140,"99th Congress (1985-1986)",,"Children's Justice and Assistance Act of 1986","Sen. Hawkins, Paula [R-FL]",01/03/1985,,,,20,"Senate - Labor and Human Resources",08/27/1986,"Became Public Law No: 99-401."
"S. 124",https://www.congress.gov/bill/99th-congress/senate-bill/124,"99th Congress (1985-1986)",,"Safe Drinking Water Act Amendments of 1986","Sen. Durenberger, Dave [R-MN]",01/03/1985,,,,3,"Senate - Environment and Public Works",06/19/1986,"Became Public Law No: 99-339."
"S. 98",https://www.congress.gov/bill/99th-congress/senate-bill/98,"99th Congress (1985-1986)",,"A bill for the relief of Cirilo Raagas Costa and Wilma Raagas Costa.","Sen. Matsunaga, Spark M. [D-HI]",01/03/1985,,,,0,"House - Judiciary | Senate - Judiciary",09/25/1986,"Became Private Law No: 99-16."
"S. 49",https://www.congress.gov/bill/99th-congress/senate-bill/49,"99th Congress (1985-1986)",,"Firearms Owners' Protection Act","Sen. McClure, James A. [R-ID]",01/03/1985,,,,53,"House - Judiciary",05/19/1986,"Became Public Law No: 99-308."
"S. 8",https://www.congress.gov/bill/99th-congress/senate-bill/8,"99th Congress (1985-1986)",,"A bill to grant a Federal charter to the Vietnam Veterans of America, Inc.","Sen. Cranston, Alan [D-CA]",01/03/1985,,,,67,"House - Judiciary | Senate - Judiciary",05/23/1986,"Became Public Law No: 99-318."
"S.J.Res. 427",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/427,"99th Congress (1985-1986)",,"A joint resolution reaffirming our friendship and sympathy with the people of El Salvador following the devastating earthquake of October 10, 1986.","Sen. Kassebaum, Nancy Landon [R-KS]",10/15/1986,,,,40,,11/06/1986,"Became Public Law No: 99-623."
"S.J.Res. 422",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/422,"99th Congress (1985-1986)",,"An original joint resolution commemorating the 100th anniversary of the birth of the first Prime Minister of the State of Israel, David Ben-Gurion.","Sen. Boschwitz, Rudy [R-MN]",09/30/1986,,,,2,"House - Post Office and Civil Service | Senate - Foreign Relations",10/27/1986,"Became Public Law No: 99-541."
"S.J.Res. 418",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/418,"99th Congress (1985-1986)",,"A joint resolution to designate February 4, 1987, as ""National Women in Sports Day"".","Sen. Packwood, Bob [R-OR]",09/23/1986,,,,30,"House - Post Office and Civil Service | Senate - Judiciary",10/27/1986,"Became Public Law No: 99-540."
