"Downloaded on",02/17/2020,"12:01:10 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%2299%22%2C%2298%22%2C%2297%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S.J.Res. 227",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/227,"99th Congress (1985-1986)",,"An original joint resolution to commend the people and the sovereign confederation of the neutral nation of Switzerland for their contributions to freedom, international peace, and understanding on the occasion of the meeting between the leaders of the United States and the Soviet Union on November 19-20, 1985, in Geneva, Switzerland.","Sen. Lugar, Richard G. [R-IN]",10/24/1985,,,,0,"Senate - Foreign Relations",11/08/1985,"Became Public Law No: 99-144."
"S.J.Res. 226",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/226,"99th Congress (1985-1986)",,"A joint resolution to designate the week of April 6, 1986, through April 12, 1986, as ""World Health Week"", and to designate April 7, 1986, as ""World Health Day"".","Sen. Riegle, Donald W., Jr. [D-MI]",10/23/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",03/27/1986,"Became Public Law No: 99-268."
"S.J.Res. 220",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/220,"99th Congress (1985-1986)",,"A joint resolution to provide for the designation of September 19, 1986, as ""National P.O.W./M.I.A. Recognition Day"".","Sen. Mattingly, Mack [R-GA]",10/21/1985,,,,61,"House - Post Office and Civil Service | Senate - Judiciary",06/19/1986,"Became Public Law No: 99-340."
"S.J.Res. 219",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/219,"99th Congress (1985-1986)",,"A joint resolution to designate the week of February 9, 1986, through February 15, 1986, as National Humanities Week, 1986"".","Sen. Hatch, Orrin G. [R-UT]",10/17/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",02/11/1986,"Became Public Law No: 99-245."
"S.J.Res. 215",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/215,"99th Congress (1985-1986)",,"A joint resolution to provide for the reappointment of William G. Bowen as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Goldwater, Barry [R-AZ]",10/04/1985,,,,2,"House - House Administration | Senate - Rules and Administration",05/01/1986,"Became Public Law No: 99-286."
"S.J.Res. 214",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/214,"99th Congress (1985-1986)",,"A joint resolution to provide for the reappointment of Carlisle H. Humelsine as a citizen regent of the Board of Regents of the Smithsonian Institution.","Sen. Goldwater, Barry [R-AZ]",10/04/1985,,,,2,"House - House Administration | Senate - Rules and Administration",05/01/1986,"Became Public Law No: 99-285."
"S.J.Res. 213",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/213,"99th Congress (1985-1986)",,"A joint resolution to designate January 19-25, 1986, ""National Jaycee Week"".","Sen. Ford, Wendell H. [D-KY]",10/04/1985,,,,35,"House - Post Office and Civil Service | Senate - Judiciary",12/23/1985,"Became Public Law No: 99-208."
"S.J.Res. 207",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/207,"99th Congress (1985-1986)",,"A joint resolution to designate November 1, 1985 as ""National Philanthropy Day"".","Sen. Wilson, Pete [R-CA]",09/25/1985,,,,28,"House - Post Office and Civil Service | Senate - Judiciary",10/02/1986,"Became Public Law No: 99-436."
"S.J.Res. 206",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/206,"99th Congress (1985-1986)",,"A joint resolution to authorize and request the President to designate the month of December 1985, as ""Made in America Month"".","Sen. Thurmond, Strom [R-SC]",09/24/1985,,,,30,"House - Post Office and Civil Service | Senate - Judiciary",12/11/1985,"Became Public Law No: 99-175."
"S.J.Res. 205",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/205,"99th Congress (1985-1986)",,"A joint resolution to designate March 21, 1986, as ""National Energy Education Day"".","Sen. McClure, James A. [R-ID]",09/20/1985,,,,26,"House - Post Office and Civil Service | Senate - Judiciary",03/21/1986,"Became Public Law No: 99-261."
"S.J.Res. 202",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/202,"99th Congress (1985-1986)",,"A joint resolution designating November 1985 as ""American Liver Foundation National Liver Awareness Month"".","Sen. Hatch, Orrin G. [R-UT]",09/18/1985,,,,28,"House - Post Office and Civil Service | Senate - Judiciary",10/08/1986,"Became Public Law No: 99-458."
"S.J.Res. 198",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/198,"99th Congress (1985-1986)",,"A joint resolution to designate the year of 1986 as the ""Sesquicentennial Year of the National Library of Medicine"".","Sen. Mathias, Charles McC., Jr. [R-MD]",09/12/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",12/28/1985,"Became Public Law No: 99-231."
"S.J.Res. 197",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/197,"99th Congress (1985-1986)",,"A joint resolution to designate the week of October 6, 1985 through October 13, 1985 as ""National Housing Week"".","Sen. Hecht, Chic [R-NV]",09/12/1985,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",10/16/1985,"Became Public Law No: 99-124."
"S.J.Res. 196",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/196,"99th Congress (1985-1986)",,"A joint resolution designating September 22, 1986, as ""American Business Women's Day"".","Sen. Hawkins, Paula [R-FL]",09/11/1985,,,,29,"House - Post Office and Civil Service | Senate - Judiciary",09/25/1986,"Became Public Law No: 99-421."
"S.J.Res. 195",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/195,"99th Congress (1985-1986)",,"A joint resolution to designate the week of October 20, 1985, through October 26, 1985, as ""National Temporary Services Week"".","Sen. Kasten, Robert W., Jr. [R-WI]",09/11/1985,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",12/03/1985,"Became Public Law No: 99-168."
"S.J.Res. 194",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/194,"99th Congress (1985-1986)",,"A joint resolution to designate the week beginning October 1, 1985, as ""National Buy American Week"".","Sen. Metzenbaum, Howard M. [D-OH]",09/11/1985,,,,35,"House - Post Office and Civil Service | Senate - Judiciary",10/18/1985,"Became Public Law No: 99-127."
"S.J.Res. 189",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/189,"99th Congress (1985-1986)",,"A joint resolution designating the week beginning January 12, 1986 as ""National Fetal Alcohol Syndrome Awareness Week"".","Sen. Hatch, Orrin G. [R-UT]",08/01/1985,,,,30,"House - Post Office and Civil Service | Senate - Judiciary",12/26/1985,"Became Public Law No: 99-220."
"S.J.Res. 188",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/188,"99th Congress (1985-1986)",,"A joint resolution to designate July 6, 1986, as ""National Air Traffic Control Day"".","Sen. Kassebaum, Nancy Landon [R-KS]",08/01/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",07/03/1986,"Became Public Law No: 99-355."
"S.J.Res. 187",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/187,"99th Congress (1985-1986)",,"A bill designating Patrick Henry's last home and burial place, known as Red Hill, in the Commonwealth of Virginia, as a national Memorial to Patrick Henry.","Sen. Warner, John [R-VA]",08/01/1985,,,,1,"House - Interior and Insular Affairs | Senate - Energy and Natural Resources",05/12/1986,"Became Public Law No: 99-296."
"S.J.Res. 186",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/186,"99th Congress (1985-1986)",,"A joint resolution to designate the week of September 23, 1985, through September 29, 1985, as ""National Historically Black Colleges Week"".","Sen. Thurmond, Strom [R-SC]",08/01/1985,,,,60,"House - Post Office and Civil Service | Senate - Judiciary",09/27/1985,"Became Public Law No: 99-100."
"S.J.Res. 183",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/183,"99th Congress (1985-1986)",,"A joint resolution to provide for the designation of the week of October 6 through October 12, 1985, as ""Myasthenia Gravis Awareness Week"".","Sen. Byrd, Robert C. [D-WV]",07/31/1985,,,,2,"House - Post Office and Civil Service",10/16/1985,"Became Public Law No: 99-123."
"S.J.Res. 180",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/180,"99th Congress (1985-1986)",,"A joint resolution commemorating the 10th anniversary of the signing of the Helsinki Final Act.","Sen. D'Amato, Alfonse [R-NY]",07/29/1985,,,,8,,08/02/1985,"Became Public Law No: 99-79."
"S.J.Res. 175",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/175,"99th Congress (1985-1986)",,"A joint resolution to designate the week of August 25, 1985, through August 31, 1985, as ""National CPR Awareness Week"".","Sen. Proxmire, William [D-WI]",07/25/1985,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",10/18/1985,"Became Public Law No: 99-126."
"S.J.Res. 174",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/174,"99th Congress (1985-1986)",,"A joint resolution to designate November 18, 1985, as ""Eugene Ormandy Appreciation Day"".","Sen. Heinz, John [R-PA]",07/24/1985,,,,26,"House - Post Office and Civil Service | Senate - Judiciary",11/25/1985,"Became Public Law No: 99-163."
"S.J.Res. 173",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/173,"99th Congress (1985-1986)",,"A joint resolution to designate the Month of September 1985 as ""National Sewing Month"".","Sen. East, John P. [R-NC]",07/24/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",09/26/1985,"Became Public Law No: 99-99."
"S.J.Res. 169",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/169,"99th Congress (1985-1986)",,"A joint resolution to commemorate the bicentennial anniversary of the first patent and the first copyright laws.","Sen. Mathias, Charles McC., Jr. [R-MD]",07/23/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",10/22/1986,"Became Public Law No: 99-523."
"S.J.Res. 168",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/168,"99th Congress (1985-1986)",,"A joint resolution designating August 13, 1985, as ""National Neighborhood Crime Watch Day"".","Sen. Trible, Paul S., Jr. [R-VA]",07/23/1985,,,,38,"House - Post Office and Civil Service | Senate - Judiciary",08/07/1985,"Became Public Law No: 99-82."
"S.J.Res. 161",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/161,"99th Congress (1985-1986)",,"A joint resolution to appeal for the release of Soviet Jewry.","Sen. Dole, Robert J. [R-KS]",07/11/1985,,,,63,"House - Foreign Affairs | Senate - Foreign Relations",08/06/1985,"Became Public Law No: 99-81."
"S.J.Res. 159",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/159,"99th Congress (1985-1986)",,"A joint resolution to designate the rose as the national floral emblem.","Sen. Johnston, J. Bennett [D-LA]",07/11/1985,,,,54,"House - Post Office and Civil Service | Senate - Judiciary",10/07/1986,"Became Public Law No: 99-449."
"S.J.Res. 158",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/158,"99th Congress (1985-1986)",,"A joint resolution designating October 1985 as ""National Community College Month"".","Sen. Murkowski, Frank H. [R-AK]",07/11/1985,,,,34,"Senate - Judiciary",10/22/1985,"Became Public Law No: 99-128."
"S.J.Res. 155",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/155,"99th Congress (1985-1986)",,"A joint resolution to designate the month of November 1985 as ""National Hospice Month"".","Sen. Packwood, Bob [R-OR]",07/08/1985,,,,33,"House - Post Office and Civil Service | Senate - Judiciary",10/18/1985,"Became Public Law No: 99-125."
"S.J.Res. 154",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/154,"99th Congress (1985-1986)",,"A joint resolution to designate July 20, 1985 as ""Space Exploration Day"".","Sen. Garn, E. J. (Jake) [R-UT]",06/27/1985,,,,42,"House - Post Office and Civil Service | Senate - Judiciary",07/19/1985,"Became Public Law No: 99-67."
"S.J.Res. 150",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/150,"99th Congress (1985-1986)",,"A joint resolution to designate the month of March 1986 as ""National Hemophilia Month"".","Sen. Bradley, Bill [D-NJ]",06/21/1985,,,,26,"House - Post Office and Civil Service | Senate - Judiciary",02/18/1986,"Became Public Law No: 99-248."
"S.J.Res. 145",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/145,"99th Congress (1985-1986)",,"A joint resolution designating November 1985 as ""National Diabetes Month"".","Sen. Durenberger, Dave [R-MN]",06/13/1985,,,,32,"House - Post Office and Civil Service | Senate - Judiciary",11/05/1985,"Became Public Law No: 99-142."
"S.J.Res. 144",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/144,"99th Congress (1985-1986)",,"A joint resolution to authorize the printing and binding of a revised edition of Senate Procedure and providing the same shall be subject to copyright by the author.","Sen. Byrd, Robert C. [D-WV]",05/24/1985,,,,0,"House - House Administration",07/29/1985,"Became Public Law No: 99-75."
"S.J.Res. 142",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/142,"99th Congress (1985-1986)",,"A joint resolution to designate June 12, 1985, as ""Anne Frank Day"".","Sen. Levin, Carl [D-MI]",05/23/1985,,,,33,"House - Post Office and Civil Service | Senate - Judiciary",06/14/1985,"Became Public Law No: 99-50."
"S.J.Res. 141",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/141,"99th Congress (1985-1986)",,"A joint resolution to designate the week beginning May 18, 1986, as ""National Tourism Week"".","Sen. Sasser, Jim [D-TN]",05/23/1985,,,,45,"Senate - Judiciary",09/26/1985,"Became Public Law No: 99-98."
"S.J.Res. 139",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/139,"99th Congress (1985-1986)",,"A joint resolution to designate the week of December 1, 1985 through December 7, 1985, as ""National Home Care Week"".","Sen. Hatch, Orrin G. [R-UT]",05/21/1985,,,,36,"House - Post Office and Civil Service | Senate - Judiciary",12/03/1985,"Became Public Law No: 99-165."
"S.J.Res. 137",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/137,"99th Congress (1985-1986)",,"A joint resolution to designate the week of December 15, 1985, through December 21, 1985, as ""National Drunk and Drugged Driving Awareness Week"".","Sen. Humphrey, Gordon J. [R-NH]",05/16/1985,,,,37,"House - Post Office and Civil Service | Senate - Judiciary",08/08/1985,"Became Public Law No: 99-84."
"S.J.Res. 136",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/136,"99th Congress (1985-1986)",,"A joint resolution to authorize and request the President to issue a proclamation designating the calendar week beginning with Sunday, April 13, 1986, as ""National Garden Week"".","Sen. Hatfield, Mark O. [R-OR]",05/15/1985,,,,29,"House - Post Office and Civil Service | Senate - Judiciary",04/18/1986,"Became Public Law No: 99-275."
"S.J.Res. 130",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/130,"99th Congress (1985-1986)",,"A joint resolution designating the week beginning on November 10, 1985, as ""National Blood Pressure Awareness Week"".","Sen. Quayle, Dan [R-IN]",05/03/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",11/12/1985,"Became Public Law No: 99-149."
"S.J.Res. 128",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/128,"99th Congress (1985-1986)",,"A joint resolution to designate May 7, 1985 as ""Vietnam Veterans Recognition Day"".","Sen. Byrd, Robert C. [D-WV]",04/30/1985,,,,32,"House - Post Office and Civil Service",05/14/1985,"Became Public Law No: 99-35."
"S.J.Res. 127",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/127,"99th Congress (1985-1986)",,"A joint resolution to grant the consent of Congress to certain additional powers conferred upon the Bi-State Development Agency by the State of Missouri and Illinois.","Sen. Danforth, John C. [R-MO]",04/30/1985,,,,3,"House - Judiciary | Senate - Judiciary",09/30/1985,"Became Public Law No: 99-106."
"S.J.Res. 125",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/125,"99th Congress (1985-1986)",,"A joint resolution designating the week of June 23, 1985, through June 29, 1985, as ""Helen Keller Deaf-Blind Awareness Week"".","Sen. Leahy, Patrick J. [D-VT]",04/26/1985,,,,46,"House - Post Office and Civil Service | Senate - Judiciary",06/26/1985,"Became Public Law No: 99-56."
"S.J.Res. 115",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/115,"99th Congress (1985-1986)",,"A joint resolution to designate 1985 as the ""Oil Heat Centennial Year"".","Sen. Leahy, Patrick J. [D-VT]",04/17/1985,,,,26,"House - Post Office and Civil Service | Senate - Judiciary",10/07/1985,"Became Public Law No: 99-118."
"S.J.Res. 111",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/111,"99th Congress (1985-1986)",,"A joint resolution to designate the month of October 1985 as ""National Spina Bifida Month"".","Sen. Dixon, Alan J. [D-IL]",04/16/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",10/01/1985,"Became Public Law No: 99-113."
"S.J.Res. 109",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/109,"99th Congress (1985-1986)",,"A joint resolution to designate the week of April 14, 1985, as ""Crime Victims Week"".","Sen. Thurmond, Strom [R-SC]",04/15/1985,,,,38,"House - Post Office and Civil Service",04/19/1985,"Became Public Law No: 99-27."
"S.J.Res. 108",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/108,"99th Congress (1985-1986)",,"A joint resolution authorizing the Secretary of Defense to provide to the Soviet Union, on a reimbursable basis, equipment and services necessary for an improved United States/Soviet Direct Communication Link for crisis control.","Sen. Warner, John [R-VA]",04/04/1985,,,,40,"House - Armed Services | Senate - Armed Services",08/08/1985,"Became Public Law No: 99-85."
"S.J.Res. 104",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/104,"99th Congress (1985-1986)",,"A joint resolution to proclaim October 23, 1985, as ""A time of remembrance"" for all victims of terrorism throughout the world.","Sen. Denton, Jeremiah [R-AL]",04/03/1985,,,,44,"House - Post Office and Civil Service | Senate - Judiciary",10/28/1985,"Became Public Law No: 99-132."
"S.J.Res. 103",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/103,"99th Congress (1985-1986)",,"A joint resolution to designate the month of May 1985, as ""Very Special Arts U.S.A. Month"".","Sen. Pell, Claiborne [D-RI]",04/03/1985,,,,26,"House - Post Office and Civil Service | Senate - Judiciary",05/21/1985,"Became Public Law No: 99-43."
"S.J.Res. 98",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/98,"99th Congress (1985-1986)",,"A joint resolution condemning the passage of Resolution 3379, in the United Nations General Assembly on November 10, 1975, and urging the United States Ambassador and United States Delegation to take all appropriate actions necessary to erase this shameful resolution from the record of the United Nations.","Sen. D'Amato, Alfonse [R-NY]",03/28/1985,,,,18,"House - Foreign Affairs | Senate - Foreign Relations",08/15/1985,"Became Public Law No: 99-90."
"S.J.Res. 94",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/94,"99th Congress (1985-1986)",,"A joint resolution to designate the week beginning May 12, 1985, as ""National Digestive Diseases Awareness Week"".","Sen. Gore, Albert, Jr. [D-TN]",03/26/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",05/15/1985,"Became Public Law No: 99-39."
"S.J.Res. 93",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/93,"99th Congress (1985-1986)",,"A joint resolution to designate the month of May 1985 as ""Better Hearing and Speech Month"".","Sen. Metzenbaum, Howard M. [D-OH]",03/26/1985,,,,33,"House - Post Office and Civil Service | Senate - Judiciary",06/12/1985,"Became Public Law No: 99-48."
"S.J.Res. 92",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/92,"99th Congress (1985-1986)",,"A joint resolution to designate October 1985 as ""National Foster Grandparents Month"".","Sen. Denton, Jeremiah [R-AL]",03/26/1985,,,,40,"House - Post Office and Civil Service | Senate - Judiciary",10/28/1985,"Became Public Law No: 99-131."
"S.J.Res. 87",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/87,"99th Congress (1985-1986)",,"A joint resolution to provide for the designation of July 19, 1985, as ""National P.O.W./M.I.A. Recognition Day"".","Sen. Murkowski, Frank H. [R-AK]",03/19/1985,,,,36,"House - Post Office and Civil Service | Senate - Judiciary",06/27/1985,"Became Public Law No: 99-57."
"S.J.Res. 86",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/86,"99th Congress (1985-1986)",,"A joint resolution to designate the week of July 25, 1985, through July 31, 1985, as ""National Disability in Entertainment Week"".","Sen. Wilson, Pete [R-CA]",03/19/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",07/29/1985,"Became Public Law No: 99-74."
"S.J.Res. 83",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/83,"99th Congress (1985-1986)",,"A joint resolution designating the week beginning on May 5, 1985, as ""National Asthma and Allergy Awareness Week"".","Sen. Dole, Robert J. [R-KS]",03/18/1985,,,,31,"House - Post Office and Civil Service | Senate - Judiciary",05/14/1985,"Became Public Law No: 99-32."
"S.J.Res. 79",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/79,"99th Congress (1985-1986)",,"A joint resolution to designate April, 1985, as ""Fair Housing Month"".","Sen. Mathias, Charles McC., Jr. [R-MD]",03/14/1985,,,,49,"House - Post Office and Civil Service | Senate - Judiciary",04/04/1985,"Became Public Law No: 99-11."
"S.J.Res. 74",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/74,"99th Congress (1985-1986)",,"A joint resolution to provide for the designation of the month of February, 1986, as ""National Black (Afro-American) History Month"".","Sen. Thurmond, Strom [R-SC]",03/06/1985,,,,28,"House - Post Office and Civil Service | Senate - Judiciary",02/11/1986,"Became Public Law No: 99-244."
"S.J.Res. 72",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/72,"99th Congress (1985-1986)",,"A joint resolution to designate October 16, 1985, as ""World Food Day"".","Sen. Danforth, John C. [R-MO]",03/05/1985,,,,31,"House - Post Office and Civil Service | Senate - Judiciary",10/16/1985,"Became Public Law No: 99-122."
"S.J.Res. 71",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/71,"99th Congress (1985-1986)",,"A joint resolution to approve the obligation of funds made available by Public Law 98-473 for the procurement of MX missiles, subject to the enactment of a second joint resolution.","Sen. Goldwater, Barry [R-AZ]",03/05/1985,,,,2,"Senate - Armed Services",04/04/1985,"Became Public Law No: 99-17."
"S.J.Res. 70",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/70,"99th Congress (1985-1986)",,"A joint resolution to proclaim March 20, 1985, as ""National Agriculture Day"".","Sen. Helms, Jesse [R-NC]",02/28/1985,,,,46,"House - Post Office and Civil Service | Senate - Judiciary",12/23/1985,"Became Public Law No: 99-207."
"S.J.Res. 67",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/67,"99th Congress (1985-1986)",,"A joint resolution to designate the week of October 6, 1985, through October 12, 1985, as ""Mental Illness Awareness Week"".","Sen. Quayle, Dan [R-IN]",02/28/1985,,,,41,"House - Post Office and Civil Service | Senate - Judiciary",10/01/1985,"Became Public Law No: 99-112."
"S.J.Res. 66",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/66,"99th Congress (1985-1986)",,"A joint resolution designating June 14, 1985, as ""Baltic Freedom Day"".","Sen. D'Amato, Alfonse [R-NY]",02/27/1985,,,,28,"House - Post Office and Civil Service | Senate - Judiciary",06/13/1985,"Became Public Law No: 99-49."
"S.J.Res. 65",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/65,"99th Congress (1985-1986)",,"A joint resolution designating the month of November 1985 as ""National Alzheimer's Disease Month"".","Sen. Eagleton, Thomas F. [D-MO]",02/27/1985,,,,40,"House - Post Office and Civil Service | Senate - Judiciary",05/15/1985,"Became Public Law No: 99-37."
"S.J.Res. 64",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/64,"99th Congress (1985-1986)",,"A joint resolution to designate the week beginning May 5, 1985, as ""National Correctional Officers Week"".","Sen. Riegle, Donald W., Jr. [D-MI]",02/26/1985,,,,34,"House - Post Office and Civil Service | Senate - Judiciary",05/14/1985,"Became Public Law No: 99-31."
"S.J.Res. 63",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/63,"99th Congress (1985-1986)",,"A joint resolution to designate the week of April 21, 1985, through April 27, 1985, as ""National DES Awareness Week"".","Sen. Riegle, Donald W., Jr. [D-MI]",02/22/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",04/25/1985,"Became Public Law No: 99-28."
"S.J.Res. 62",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/62,"99th Congress (1985-1986)",,"A joint resolution commemorating the Twenty-Fifth Anniversary of United States' Weather Satellites.","Sen. Gorton, Slade [R-WA]",02/22/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",04/04/1985,"Became Public Law No: 99-12."
"S.J.Res. 61",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/61,"99th Congress (1985-1986)",,"A joint resolution to designate the week of May 1, 1985, through May 7, 1985, as ""National Osteoporosis Awareness Week"".","Sen. Grassley, Chuck [R-IA]",02/22/1985,,,,36,"House - Post Office and Civil Service | Senate - Judiciary",05/20/1985,"Became Public Law No: 99-42."
"S.J.Res. 60",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/60,"99th Congress (1985-1986)",,"A joint resolution to designate the week of May 12, 1985, through May 18, 1985, as ""Senior Center Week"".","Sen. Nunn, Sam [D-GA]",02/21/1985,,,,46,"House - Post Office and Civil Service | Senate - Judiciary",05/15/1985,"Became Public Law No: 99-40."
"S.J.Res. 59",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/59,"99th Congress (1985-1986)",,"A joint resolution to designate ""National Science Week"".","Sen. Hatch, Orrin G. [R-UT]",02/21/1985,,,,34,"House - Post Office and Civil Service | Senate - Judiciary",05/17/1985,"Became Public Law No: 99-41."
"S.J.Res. 57",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/57,"99th Congress (1985-1986)",,"A joint resolution to designate the week of October 20, 1985, through October 26, 1985, as ""Lupus Awareness Week"".","Sen. Chiles, Lawton [D-FL]",02/20/1985,,,,38,"House - Post Office and Civil Service | Senate - Judiciary",08/02/1985,"Became Public Law No: 99-77."
"S.J.Res. 53",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/53,"99th Congress (1985-1986)",,"A joint resolution to authorize and request the President to designate the month of June 1985 as ""Youth Suicide Prevention Month"".","Sen. Denton, Jeremiah [R-AL]",02/20/1985,,,,36,"House - Post Office and Civil Service | Senate - Judiciary",05/15/1985,"Became Public Law No: 99-38."
"S.J.Res. 52",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/52,"99th Congress (1985-1986)",,"A joint resolution to designate the month of April 1985 as ""National School Library Month"".","Sen. Moynihan, Daniel Patrick [D-NY]",02/19/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",04/09/1986,"Became Public Law No: 99-273."
"S.J.Res. 51",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/51,"99th Congress (1985-1986)",,"A joint resolution to designate the week beginning November 24, 1985, as ""National Adoption Week"".","Sen. Hatch, Orrin G. [R-UT]",02/19/1985,,,,27,"House - Post Office and Civil Service | Senate - Judiciary",11/14/1985,"Became Public Law No: 99-153."
"S.J.Res. 50",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/50,"99th Congress (1985-1986)",,"A joint resolution to designate the week of April 1, 1985, through April 7, 1985, as ""World Health Week"", and to designate April 7, 1985, as ""World Health Day"".","Sen. Riegle, Donald W., Jr. [D-MI]",02/19/1985,,,,25,"House - Post Office and Civil Service | Senate - Judiciary",04/04/1985,"Became Public Law No: 99-16."
"S.J.Res. 47",https://www.congress.gov/bill/99th-congress/senate-joint-resolution/47,"99th Congress (1985-1986)",,"A joint resolution designating the week beginning November 10, 1985, as ""National Women Veterans Recognition Week"".","Sen. Cranston, Alan [D-CA]",02/07/1985,,,,32,"House - Post Office and Civil Service | Senate - Judiciary",11/13/1985,"Became Public Law No: 99-152."
