"Downloaded on",02/17/2020,"11:59:34 EST"
"Search URL",https://www.congress.gov/search?s=2&searchResultViewType=expanded&KWICView=false&q=%7B%22source%22%3A%5B%22legislation%22%5D%2C%22chamber%22%3A%22Senate%22%2C%22congress%22%3A%5B%22108%22%2C%22107%22%2C%22106%22%2C%22105%22%2C%22104%22%2C%22103%22%5D%2C%22bill-status%22%3A%5B%22law%22%5D%7D

"Legislation Number",URL,Congress,"Amends Bill",Title,Sponsor,"Date of Introduction","Date Offered","Date Submitted","Date Proposed","Number of Cosponsors",Committees,"Latest Action Date","Latest Action"
"S. 1241",https://www.congress.gov/bill/108th-congress/senate-bill/1241,"108th Congress (2003-2004)",,"Kate Mullany National Historic Site Act","Sen. Clinton, Hillary Rodham [D-NY]",06/11/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",12/03/2004,"Became Public Law No: 108-438."
"S. 1233",https://www.congress.gov/bill/108th-congress/senate-bill/1233,"108th Congress (2003-2004)",,"National Great Black Americans Commemoration Act of 2004","Sen. Mikulski, Barbara A. [D-MD]",06/11/2003,,,,8,"House - Resources, Judiciary | Senate - Judiciary",06/22/2004,"Became Public Law No: 108-238."
"S. 1194",https://www.congress.gov/bill/108th-congress/senate-bill/1194,"108th Congress (2003-2004)",,"Mentally Ill Offender Treatment and Crime Reduction Act of 2004","Sen. DeWine, Mike [R-OH]",06/05/2003,,,,7,"House - Judiciary | Senate - Judiciary",10/30/2004,"Became Public Law No: 108-414."
"S. 1167",https://www.congress.gov/bill/108th-congress/senate-bill/1167,"108th Congress (2003-2004)",,"A bill to resolve the boundary conflicts in Barry and Stone Counties in the State of Missouri.","Sen. Bond, Christopher S. [R-MO]",06/02/2003,,,,1,"Senate - Energy and Natural Resources",07/22/2004,"Became Public Law No: 108-279."
"S. 1156",https://www.congress.gov/bill/108th-congress/senate-bill/1156,"108th Congress (2003-2004)",,"Veterans Health Care, Capital Asset, and Business Improvement Act of 2003","Sen. Specter, Arlen [R-PA]",05/23/2003,,,,1,"Senate - Veterans' Affairs",12/06/2003,"Became Public Law No: 108-170."
"S. 1152",https://www.congress.gov/bill/108th-congress/senate-bill/1152,"108th Congress (2003-2004)",,"United States Fire Administration Reauthorization Act of 2003","Sen. McCain, John [R-AZ]",05/23/2003,,,,2,"Senate - Commerce, Science, and Transportation",12/06/2003,"Became Public Law No: 108-169."
"S. 1146",https://www.congress.gov/bill/108th-congress/senate-bill/1146,"108th Congress (2003-2004)",,"Three Affiliated Tribes Health Facility Compensation Act","Sen. Conrad, Kent [D-ND]",05/23/2003,,,,2,"House - Resources, Energy and Commerce | Senate - Indian Affairs",12/03/2004,"Became Public Law No: 108-437."
"S. 1134",https://www.congress.gov/bill/108th-congress/senate-bill/1134,"108th Congress (2003-2004)",,"Economic Development Administration Reauthorization Act of 2004","Sen. Bond, Christopher S. [R-MO]",05/22/2003,,,,3,"Senate - Environment and Public Works",10/27/2004,"Became Public Law No: 108-373."
"S. 1066",https://www.congress.gov/bill/108th-congress/senate-bill/1066,"108th Congress (2003-2004)",,"A bill to correct a technical error from Unit T-07 of the John H. Chafee Coastal Barrier Resources System.","Sen. Hutchison, Kay Bailey [R-TX]",05/14/2003,,,,1,"House - Resources | Senate - Environment and Public Works",12/01/2003,"Became Public Law No: 108-138."
"S. 1015",https://www.congress.gov/bill/108th-congress/senate-bill/1015,"108th Congress (2003-2004)",,"Mosquito Abatement for Safety and Health Act","Sen. Gregg, Judd [R-NH]",05/07/2003,,,,13,"Senate - Health, Education, Labor, and Pensions",08/15/2003,"Became Public Law No: 108-75."
"S. 926",https://www.congress.gov/bill/108th-congress/senate-bill/926,"108th Congress (2003-2004)",,"Federal Employee Student Loan Assistance Act","Sen. Voinovich, George V. [R-OH]",04/28/2003,,,,1,"House - Government Reform | Senate - Governmental Affairs",11/11/2003,"Became Public Law No: 108-123."
"S. 924",https://www.congress.gov/bill/108th-congress/senate-bill/924,"108th Congress (2003-2004)",,"A bill to authorize the exchange of lands between an Alaska Native Village Corporation and the Department of the Interior, and for other purposes.","Sen. Murkowski, Lisa [R-AK]",04/11/2003,,,,0,"House - Resources | Senate - Energy and Natural Resources",11/17/2003,"Became Public Law No: 108-129."
"S. 877",https://www.congress.gov/bill/108th-congress/senate-bill/877,"108th Congress (2003-2004)",,"CAN-SPAM Act of 2003","Sen. Burns, Conrad R. [R-MT]",04/10/2003,,,,22,"Senate - Commerce, Science, and Transportation",12/16/2003,"Became Public Law No: 108-187."
"S. 870",https://www.congress.gov/bill/108th-congress/senate-bill/870,"108th Congress (2003-2004)",,"A bill to amend the Richard B. Russell National School Lunch Act to extend the availability of funds to carry out the fruit and vegetable pilot program.","Sen. Harkin, Tom [D-IA]",04/10/2003,,,,1,"House - Education and the Workforce",05/29/2003,"Became Public Law No: 108-30."
"S. 867",https://www.congress.gov/bill/108th-congress/senate-bill/867,"108th Congress (2003-2004)",,"A bill to designate the facility of the United States Postal Service located at 710 Wick Lane in Billings, Montana, as the ""Ronald Reagan Post Office Building"".","Sen. Burns, Conrad R. [R-MT]",04/10/2003,,,,0,"House - Government Reform | Senate - Governmental Affairs",12/02/2003,"Became Public Law No: 108-143."
"S. 858",https://www.congress.gov/bill/108th-congress/senate-bill/858,"108th Congress (2003-2004)",,"A bill to extend the Abraham Lincoln Bicentennial Commission, and for other purposes.","Sen. Durbin, Richard J. [D-IL]",04/10/2003,,,,1,"House - Government Reform | Senate - Judiciary",07/14/2003,"Became Public Law No: 108-59."
"S. 811",https://www.congress.gov/bill/108th-congress/senate-bill/811,"108th Congress (2003-2004)",,"American Dream Downpayment Act","Sen. Allard, Wayne [R-CO]",04/08/2003,,,,9,"Senate - Banking, Housing, and Urban Affairs",12/16/2003,"Became Public Law No: 108-186."
"S. 763",https://www.congress.gov/bill/108th-congress/senate-bill/763,"108th Congress (2003-2004)",,"A bill to designate the Federal building and United States courthouse located at 46 Ohio Street in Indianapolis, Indiana, as the ""Birch Bayh Federal Building and United States Courthouse"".","Sen. Lugar, Richard G. [R-IN]",04/02/2003,,,,11,"House - Transportation and Infrastructure | Senate - Environment and Public Works",06/23/2003,"Became Public Law No: 108-35."
"S. 741",https://www.congress.gov/bill/108th-congress/senate-bill/741,"108th Congress (2003-2004)",,"Minor Use and Minor Species Animal Health Act of 2003  ","Sen. Sessions, Jeff [R-AL]",03/27/2003,,,,21,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",08/02/2004,"Became Public Law No: 108-282."
"S. 714",https://www.congress.gov/bill/108th-congress/senate-bill/714,"108th Congress (2003-2004)",,"A bill to provide for the conveyance of a small parcel of Bureau of Land Management land in Douglas County, Oregon, to the county to improve management of and recreational access to the Oregon Dunes National Recreation Area, and for other purposes.","Sen. Wyden, Ron [D-OR]",03/26/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",03/15/2004,"Became Public Law No: 108-206."
"S. 709",https://www.congress.gov/bill/108th-congress/senate-bill/709,"108th Congress (2003-2004)",,"A bill to award a congressional gold medal to Prime Minister Tony Blair.","Sen. Dole, Elizabeth [R-NC]",03/26/2003,,,,78,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",07/17/2003,"Became Public Law No: 108-60."
"S. 703",https://www.congress.gov/bill/108th-congress/senate-bill/703,"108th Congress (2003-2004)",,"A bill to designate the regional headquarters building for the National Park Service under construction in Omaha, Nebraska, as the ""Carl T. Curtis National Park Service Midwest Regional Headquarters Building"".","Sen. Hagel, Chuck [R-NE]",03/25/2003,,,,10,"House - Transportation and Infrastructure | Senate - Environment and Public Works",06/26/2003,"Became Public Law No: 108-37."
"S. 686",https://www.congress.gov/bill/108th-congress/senate-bill/686,"108th Congress (2003-2004)",,"Poison Control Center Enhancement and Awareness Act Amendments of 2003","Sen. DeWine, Mike [R-OH]",03/21/2003,,,,6,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",12/19/2003,"Became Public Law No: 108-194."
"S. 678",https://www.congress.gov/bill/108th-congress/senate-bill/678,"108th Congress (2003-2004)",,"Postmasters Equity Act of 2003","Sen. Akaka, Daniel K. [D-HI]",03/20/2003,,,,39,"Senate - Governmental Affairs",09/30/2003,"Became Public Law No: 108-86."
"S. 677",https://www.congress.gov/bill/108th-congress/senate-bill/677,"108th Congress (2003-2004)",,"Black Canyon of the Gunnison Boundary Revision Act of 2003","Sen. Campbell, Ben Nighthorse [R-CO]",03/20/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",11/17/2003,"Became Public Law No: 108-128."
"S. 650",https://www.congress.gov/bill/108th-congress/senate-bill/650,"108th Congress (2003-2004)",,"Pediatric Research Equity Act of 2003","Sen. DeWine, Mike [R-OH]",03/18/2003,,,,6,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",12/03/2003,"Became Public Law No: 108-155."
"S. 643",https://www.congress.gov/bill/108th-congress/senate-bill/643,"108th Congress (2003-2004)",,"Hibben Center Act","Sen. Domenici, Pete V. [R-NM]",03/18/2003,,,,0,"House - Resources | Senate - Energy and Natural Resources",10/30/2004,"Became Public Law No: 108-413."
"S. 610",https://www.congress.gov/bill/108th-congress/senate-bill/610,"108th Congress (2003-2004)",,"NASA Flexibility Act of 2004","Sen. Voinovich, George V. [R-OH]",03/13/2003,,,,9,"Senate - Governmental Affairs",02/24/2004,"Became Public Law No: 108-201."
"S. 579",https://www.congress.gov/bill/108th-congress/senate-bill/579,"108th Congress (2003-2004)",,"National Transportation Safety Board Reauthorization Act of 2003","Sen. McCain, John [R-AZ]",03/07/2003,,,,4,"Senate - Commerce, Science, and Transportation",12/06/2003,"Became Public Law No: 108-168."
"S. 570",https://www.congress.gov/bill/108th-congress/senate-bill/570,"108th Congress (2003-2004)",,"A bill to amend the Higher Education Act of 1965 with respect to the qualifications of foreign schools.","Sen. Ensign, John [R-NV]",03/06/2003,,,,2,"House - Education and the Workforce | Senate - Health, Education, Labor, and Pensions",10/10/2003,"Became Public Law No: 108-98."
"S. 551",https://www.congress.gov/bill/108th-congress/senate-bill/551,"108th Congress (2003-2004)",,"Southern Ute and Colorado Intergovernmental Agreement Implementation Act of 2004","Sen. Campbell, Ben Nighthorse [R-CO]",03/06/2003,,,,0,"House - Energy and Commerce, Resources | Senate - Environment and Public Works",10/18/2004,"Became Public Law No: 108-336."
"S. 524",https://www.congress.gov/bill/108th-congress/senate-bill/524,"108th Congress (2003-2004)",,"Fort Donelson National Battlefield Expansion Act of 2004","Sen. Bunning, Jim [R-KY]",03/05/2003,,,,0,"House - Resources | Senate - Energy and Natural Resources",10/25/2004,"Became Public Law No: 108-367."
"S. 523",https://www.congress.gov/bill/108th-congress/senate-bill/523,"108th Congress (2003-2004)",,"Native American Technical Corrections Act of 2004","Sen. Campbell, Ben Nighthorse [R-CO]",03/05/2003,,,,1,"House - Resources, Agriculture | Senate - Indian Affairs",03/02/2004,"Became Public Law No: 108-204."
"S. 520",https://www.congress.gov/bill/108th-congress/senate-bill/520,"108th Congress (2003-2004)",,"Fremont-Madison Conveyance Act","Sen. Crapo, Mike [R-ID]",03/05/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",09/30/2003,"Became Public Law No: 108-85."
"S. 470",https://www.congress.gov/bill/108th-congress/senate-bill/470,"108th Congress (2003-2004)",,"A bill to extend the authority for the construction of a memorial to Martin Luther King, Jr.","Sen. Sarbanes, Paul S. [D-MD]",02/27/2003,,,,43,"Senate - Energy and Natural Resources",11/11/2003,"Became Public Law No: 108-125."
"S. 459",https://www.congress.gov/bill/108th-congress/senate-bill/459,"108th Congress (2003-2004)",,"Hometown Heroes Survivors Benefits Act of 2003","Sen. Leahy, Patrick J. [D-VT]",02/26/2003,,,,17,"House - Judiciary | Senate - Judiciary",12/15/2003,"Became Public Law No: 108-182."
"S. 437",https://www.congress.gov/bill/108th-congress/senate-bill/437,"108th Congress (2003-2004)",,"Arizona Water Settlements Act","Sen. Kyl, Jon [R-AZ]",02/25/2003,,,,2,"Senate - Energy and Natural Resources",12/10/2004,"Became Public Law No: 108-451."
"S. 434",https://www.congress.gov/bill/108th-congress/senate-bill/434,"108th Congress (2003-2004)",,"Idaho Panhandle National Forest Improvement Act of 2004","Sen. Craig, Larry E. [R-ID]",02/25/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",12/03/2004,"Became Public Law No: 108-436."
"S. 380",https://www.congress.gov/bill/108th-congress/senate-bill/380,"108th Congress (2003-2004)",,"Postal Civil Service Retirement System Funding Reform Act of 2003","Sen. Collins, Susan M. [R-ME]",02/12/2003,,,,23,"Senate - Governmental Affairs",04/23/2003,"Became Public Law No: 108-18."
"S. 342",https://www.congress.gov/bill/108th-congress/senate-bill/342,"108th Congress (2003-2004)",,"Keeping Children and Families Safe Act of 2003","Sen. Gregg, Judd [R-NH]",02/11/2003,,,,4,"Senate - Health, Education, Labor, and Pensions",06/25/2003,"Became Public Law No: 108-36."
"S. 330",https://www.congress.gov/bill/108th-congress/senate-bill/330,"108th Congress (2003-2004)",,"Veterans' Memorial Preservation and Recognition Act of 2003","Sen. Campbell, Ben Nighthorse [R-CO]",02/06/2003,,,,28,"House - Judiciary, Transportation and Infrastructure | Senate - Judiciary",05/29/2003,"Became Public Law No: 108-29."
"S. 313",https://www.congress.gov/bill/108th-congress/senate-bill/313,"108th Congress (2003-2004)",,"Animal Drug User Fee Act of 2003","Sen. Ensign, John [R-NV]",02/05/2003,,,,4,"House - Energy and Commerce | Senate - Health, Education, Labor, and Pensions",11/18/2003,"Became Public Law No: 108-130."
"S. 286",https://www.congress.gov/bill/108th-congress/senate-bill/286,"108th Congress (2003-2004)",,"Birth Defects and Developmental Disabilities Prevention Act of 2003","Sen. Bond, Christopher S. [R-MO]",02/04/2003,,,,6,"Senate - Health, Education, Labor, and Pensions",12/03/2003,"Became Public Law No: 108-154."
"S. 278",https://www.congress.gov/bill/108th-congress/senate-bill/278,"108th Congress (2003-2004)",,"Mount Naomi Wilderness Boundary Adjustment Act","Sen. Bennett, Robert F. [R-UT]",02/04/2003,,,,0,"House - Resources | Senate - Energy and Natural Resources",10/03/2003,"Became Public Law No: 108-95."
"S. 273",https://www.congress.gov/bill/108th-congress/senate-bill/273,"108th Congress (2003-2004)",,"Grand Teton National Park Land Exchange Act","Sen. Thomas, Craig [R-WY]",02/04/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",06/17/2003,"Became Public Law No: 108-32."
"S. 254",https://www.congress.gov/bill/108th-congress/senate-bill/254,"108th Congress (2003-2004)",,"Kaloko-Honokohau National Historical Park Addition Act of 2003","Sen. Akaka, Daniel K. [D-HI]",01/30/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",12/02/2003,"Became Public Law No: 108-142."
"S. 246",https://www.congress.gov/bill/108th-congress/senate-bill/246,"108th Congress (2003-2004)",,"A bill to provide that certain Bureau of Land Management land shall be held in trust for the Pueblo of Santa Clara and the Pueblo of San Ildefonso in the State of New Mexico.","Sen. Domenici, Pete V. [R-NM]",01/29/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",07/30/2003,"Became Public Law No: 108-66."
"S. 243",https://www.congress.gov/bill/108th-congress/senate-bill/243,"108th Congress (2003-2004)",,"A bill concerning participation of Taiwan in the World Health Organization.","Sen. Allen, George [R-VA]",01/29/2003,,,,10,"House - International Relations | Senate - Foreign Relations",05/29/2003,"Became Public Law No: 108-28."
"S. 233",https://www.congress.gov/bill/108th-congress/senate-bill/233,"108th Congress (2003-2004)",,"Coltsville Study Act of 2003","Sen. Dodd, Christopher J. [D-CT]",01/29/2003,,,,1,"House - Resources | Senate - Energy and Natural Resources",10/03/2003,"Became Public Law No: 108-94."
"S. 222",https://www.congress.gov/bill/108th-congress/senate-bill/222,"108th Congress (2003-2004)",,"Zuni Indian Tribe Water Rights Settlement Act of 2003","Sen. Kyl, Jon [R-AZ]",01/28/2003,,,,1,"House - Resources | Senate - Indian Affairs",06/23/2003,"Became Public Law No: 108-34."
"S. 189",https://www.congress.gov/bill/108th-congress/senate-bill/189,"108th Congress (2003-2004)",,"21st Century Nanotechnology Research and Development Act","Sen. Wyden, Ron [D-OR]",01/16/2003,,,,17,"Senate - Commerce, Science, and Transportation",12/03/2003,"Became Public Law No: 108-153."
"S. 162",https://www.congress.gov/bill/108th-congress/senate-bill/162,"108th Congress (2003-2004)",,"Gila River Indian Community Judgment Fund Distribution Act of 2003","Sen. McCain, John [R-AZ]",01/15/2003,,,,0,"House - Resources | Senate - Indian Affairs",05/14/2003,"Became Public Law No: 108-22."
"S. 151",https://www.congress.gov/bill/108th-congress/senate-bill/151,"108th Congress (2003-2004)",,"PROTECT Act","Sen. Hatch, Orrin G. [R-UT]",01/13/2003,,,,9,"House - Judiciary | Senate - Judiciary",04/30/2003,"Became Public Law No: 108-21."
"S. 150",https://www.congress.gov/bill/108th-congress/senate-bill/150,"108th Congress (2003-2004)",,"Internet Tax Nondiscrimination Act","Sen. Allen, George [R-VA]",01/13/2003,,,,11,"Senate - Commerce, Science, and Transportation, Finance",12/03/2004,"Became Public Law No: 108-435."
"S. 144",https://www.congress.gov/bill/108th-congress/senate-bill/144,"108th Congress (2003-2004)",,"Noxious Weed Control and Eradication Act of 2004","Sen. Craig, Larry E. [R-ID]",01/13/2003,,,,12,"House - Resources, Agriculture | Senate - Energy and Natural Resources",10/30/2004,"Became Public Law No: 108-412."
"S. 141",https://www.congress.gov/bill/108th-congress/senate-bill/141,"108th Congress (2003-2004)",,"A bill to improve the calculation of the Federal subsidy rate with respect to certain small business loans, and for other purposes.","Sen. Snowe, Olympia J. [R-ME]",01/10/2003,,,,10,"House - Budget, Small Business",02/25/2003,"Became Public Law No: 108-8."
"S. 129",https://www.congress.gov/bill/108th-congress/senate-bill/129,"108th Congress (2003-2004)",,"Federal Workforce Flexibility Act of 2004","Sen. Voinovich, George V. [R-OH]",01/09/2003,,,,0,"House - Government Reform | Senate - Governmental Affairs",10/30/2004,"Became Public Law No: 108-411."
"S. 117",https://www.congress.gov/bill/108th-congress/senate-bill/117,"108th Congress (2003-2004)",,"Florida National Forest Land Management Act of 2003","Sen. Graham, Bob [D-FL]",01/09/2003,,,,1,"House - Agriculture | Senate - Energy and Natural Resources",12/03/2003,"Became Public Law No: 108-152."
